"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/01/04","12,444,627","229,677,600","18.80","18.90","18.15","18.15","-0.45","5,476",
"2016/01/05","14,331,926","262,340,321","18.05","18.55","18.05","18.30","+0.15","5,809",
"2016/01/06","24,429,364","430,320,275","18.45","18.50","17.15","17.45","-0.85","9,054",
"2016/01/07","19,759,804","347,146,207","17.45","17.80","17.30","17.45"," 0.00","6,202",
"2016/01/08","20,600,375","372,315,929","17.60","18.35","17.45","18.10","+0.65","6,204",
"2016/01/11","15,391,861","268,864,199","17.65","17.85","17.20","17.20","-0.90","5,338",
"2016/01/12","11,565,557","199,837,858","17.45","17.55","16.95","17.05","-0.15","3,769",
"2016/01/13","25,111,368","416,170,856","17.30","17.40","16.10","16.35","-0.70","7,096",
"2016/01/14","21,918,483","352,137,492","16.05","16.65","15.55","16.65","+0.30","7,367",
"2016/01/15","12,840,864","212,142,695","16.70","16.95","16.30","16.30","-0.35","4,450",
"2016/01/18","13,662,551","220,653,177","15.70","16.50","15.70","16.50","+0.20","5,037",
"2016/01/19","6,349,371","105,290,029","16.50","16.75","16.25","16.75","+0.25","2,360",
"2016/01/20","29,221,209","509,061,561","17.00","17.75","16.85","17.45","+0.70","8,686",
"2016/01/21","20,816,428","357,172,584","17.80","17.80","16.70","16.70","-0.75","5,549",
"2016/01/22","10,453,861","178,576,279","17.00","17.25","16.90","17.25","+0.55","2,897",
"2016/01/25","11,016,453","191,912,175","17.50","17.65","17.20","17.25"," 0.00","3,608",
"2016/01/26","11,817,953","207,091,493","17.25","17.70","17.05","17.70","+0.45","4,359",
"2016/01/27","7,950,740","141,225,007","17.90","18.10","17.60","17.60","-0.10","2,723",
"2016/01/28","7,123,142","126,666,312","17.70","17.95","17.60","17.80","+0.20","2,871",
"2016/01/29","28,421,080","525,607,136","17.90","18.90","17.75","18.75","+0.95","8,908",
"2016/01/30","7,653,979","143,394,237","18.95","19.00","18.50","18.60","-0.15","2,368",
