"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/09/01","13,085,725","297,449,853","23.20","23.20","22.45","22.45","-0.85","6,026",
"2016/09/02","6,539,291","147,012,252","22.45","22.80","22.25","22.35","-0.10","3,211",
"2016/09/05","5,083,312","115,478,560","22.55","22.85","22.55","22.70","+0.35","2,505",
"2016/09/06","17,394,367","403,734,541","22.80","23.50","22.75","23.50","+0.80","6,678",
"2016/09/07","9,246,341","215,635,020","23.50","23.60","23.15","23.25","-0.25","4,292",
"2016/09/08","11,228,694","258,530,145","23.15","23.25","22.90","22.95","-0.30","4,552",
"2016/09/09","16,572,382","382,884,550","23.20","23.40","22.90","22.95"," 0.00","6,120",
"2016/09/10","4,803,233","107,755,751","22.50","22.60","22.35","22.35","-0.60","2,090",
"2016/09/12","16,585,668","362,657,996","22.15","22.25","21.70","21.85","-0.50","6,001",
"2016/09/13","20,068,869","431,614,745","22.00","22.05","21.20","21.55","-0.30","6,880",
"2016/09/14","11,209,678","240,911,900","21.40","21.65","21.35","21.55"," 0.00","4,117",
"2016/09/19","16,752,395","376,911,260","22.30","22.90","22.30","22.40","+0.85","6,314",
"2016/09/20","8,550,630","190,683,576","22.45","22.45","22.15","22.45","+0.05","4,360",
"2016/09/21","8,204,310","184,996,563","22.50","22.65","22.45","22.50","+0.05","3,792",
"2016/09/22","7,996,213","181,994,609","22.75","22.90","22.60","22.80","+0.30","3,862",
"2016/09/23","22,237,843","516,337,997","22.95","23.50","22.80","23.45","+0.65","8,531",
"2016/09/26","8,717,842","202,461,932","23.45","23.45","23.00","23.15","-0.30","3,711",
"2016/09/29","24,572,751","585,836,073","23.50","24.30","23.45","23.85","+0.70","8,780",
"2016/09/30","14,748,418","345,834,453","23.65","23.65","23.30","23.30","-0.55","5,243",
