"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/12/01","3,935,138","392,250,162","99.90","100.00","99.10","99.50","-0.40","2,246",
"2016/12/02","2,859,270","282,210,156","99.10","99.10","98.00","98.70","-0.80","1,613",
"2016/12/05","4,530,928","444,664,369","98.70","98.70","97.60","97.80","-0.90","2,616",
"2016/12/06","6,840,945","677,326,043","99.40","99.40","98.50","99.00","+1.20","4,134",
"2016/12/07","3,013,809","297,345,701","99.10","99.10","98.30","98.60","-0.40","1,540",
"2016/12/08","6,565,429","648,785,138","99.10","99.10","98.50","98.90","+0.30","3,172",
"2016/12/09","4,862,910","481,586,095","99.00","99.40","98.80","99.00","+0.10","2,329",
"2016/12/12","3,747,710","370,893,937","99.20","99.50","98.40","98.80","-0.20","1,587",
"2016/12/13","6,033,309","591,135,339","98.10","98.80","97.50","98.80"," 0.00","3,516",
"2016/12/14","5,718,975","565,419,221","98.70","99.20","98.30","98.60","-0.20","3,104",
"2016/12/15","4,994,994","487,486,294","98.00","98.30","97.20","97.60","-1.00","2,146",
"2016/12/16","5,907,022","576,251,712","97.30","98.00","97.30","97.30","-0.30","2,318",
"2016/12/19","3,387,914","325,751,054","97.10","97.30","95.60","96.00","-1.30","1,680",
"2016/12/20","3,957,875","381,365,604","95.70","96.90","95.70","96.80","+0.80","1,836",
"2016/12/21","4,343,589","421,970,055","96.60","97.50","96.60","97.10","+0.30","2,120",
"2016/12/22","5,698,135","541,873,146","96.80","96.80","94.50","94.50","-2.60","3,559",
"2016/12/23","5,532,952","516,111,236","94.50","94.90","92.90","93.20","-1.30","2,549",
"2016/12/26","2,689,761","251,267,288","93.00","94.40","92.80","94.20","+1.00","1,407",
"2016/12/27","2,496,176","234,022,742","94.20","94.40","93.40","93.50","-0.70","1,262",
"2016/12/28","3,900,880","372,096,800","93.60","95.80","93.60","95.30","+1.80","1,870",
"2016/12/29","4,486,732","426,093,966","95.80","95.80","94.00","94.70","-0.60","2,199",
"2016/12/30","6,824,064","654,917,512","95.80","96.90","95.10","96.30","+1.60","3,326",
