"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/08/01","2,390,184","116,618,674","48.80","49.20","48.40","48.85","+0.20","1,596",
"2016/08/02","3,813,054","187,165,514","49.00","49.70","48.55","49.70","+0.85","2,078",
"2016/08/03","4,088,033","201,590,207","49.60","49.70","49.10","49.25","-0.45","2,069",
"2016/08/04","2,766,366","136,051,777","49.25","49.45","48.90","49.40","+0.15","1,583",
"2016/08/05","3,246,279","160,636,697","49.70","49.70","49.40","49.50","+0.10","1,466",
"2016/08/08","2,438,542","120,433,157","49.55","49.80","49.00","49.60","+0.10","1,413",
"2016/08/09","2,353,526","116,839,574","49.70","49.80","49.30","49.70","+0.10","1,480",
"2016/08/10","5,002,911","250,698,916","49.75","50.50","49.60","50.40","+0.70","2,954",
"2016/08/11","7,568,166","386,470,866","50.50","51.70","50.50","51.40","+1.00","4,049",
"2016/08/12","3,332,417","170,502,406","51.50","51.80","50.60","51.10","-0.30","2,203",
"2016/08/15","2,845,741","143,884,345","51.20","51.30","50.30","50.40","-0.70","1,558",
"2016/08/16","3,656,239","182,971,443","50.90","50.90","49.55","49.95","-0.45","2,126",
"2016/08/17","3,546,255","175,424,013","49.95","50.00","49.15","49.25","-0.70","2,321",
"2016/08/18","2,538,787","126,364,153","49.40","50.00","49.40","50.00","+0.75","1,680",
"2016/08/19","2,873,070","141,973,732","50.20","50.50","49.15","49.15","-0.85","1,579",
"2016/08/22","3,157,343","153,096,745","49.00","49.35","48.30","48.45","-0.70","2,007",
"2016/08/23","1,828,102","88,662,367","48.50","48.75","48.35","48.40","-0.05","1,297",
"2016/08/24","2,379,687","115,095,514","48.50","48.70","48.15","48.25","-0.15","1,485",
"2016/08/25","2,420,192","118,652,670","48.30","49.30","48.25","49.30","+1.05","1,532",
"2016/08/26","1,910,414","94,027,073","49.50","49.60","49.00","49.25","-0.05","1,359",
"2016/08/29","1,564,855","77,060,395","49.50","49.50","48.70","49.45","+0.20","1,074",
"2016/08/30","1,491,584","73,624,633","49.50","49.60","49.20","49.40","-0.05","1,077",
"2016/08/31","3,245,165","159,567,425","49.35","49.50","48.70","49.30","-0.10","1,506",
