"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/01/04","6,112,124","423,071,079","69.90","69.90","68.80","68.90","-0.70","2,973",
" 2010/01/05","10,416,665","717,237,016","69.20","69.50","68.10","68.40","-0.50","4,406",
" 2010/01/06","10,166,927","698,977,594","67.80","69.50","67.80","69.40","+1.00","4,245",
" 2010/01/07","12,422,225","858,461,683","69.50","69.90","68.10","68.80","-0.60","4,815",
" 2010/01/08","6,828,104","466,612,668","68.80","69.10","67.60","68.50","-0.30","2,515",
" 2010/01/11","10,260,523","712,103,487","69.20","69.70","68.90","69.30","+0.80","3,611",
" 2010/01/12","7,223,469","501,772,121","69.80","69.80","69.20","69.40","+0.10","3,022",
" 2010/01/13","8,481,062","584,055,629","69.00","69.40","68.60","68.70","-0.70","2,686",
" 2010/01/14","21,827,196","1,530,180,843","69.60","70.70","68.90","70.50","+1.80","7,870",
" 2010/01/15","21,460,095","1,529,522,627","71.00","71.80","71.00","71.10","+0.60","5,560",
" 2010/01/18","18,021,630","1,288,815,291","70.50","72.30","70.50","71.50","+0.40","4,123",
" 2010/01/19","15,911,045","1,118,358,893","71.80","71.90","69.40","69.90","-1.60","4,877",
" 2010/01/20","17,862,858","1,226,622,029","70.00","70.50","67.90","68.60","-1.30","5,897",
" 2010/01/21","9,696,079","656,308,011","68.10","68.50","67.20","67.70","-0.90","3,087",
" 2010/01/22","14,344,223","944,640,099","67.00","67.00","65.10","65.50","-2.20","5,441",
" 2010/01/25","8,267,615","541,512,779","65.00","66.00","64.50","65.70","+0.20","2,539",
" 2010/01/26","11,788,830","764,462,470","66.20","66.50","63.50","64.20","-1.50","3,959",
" 2010/01/27","7,128,828","457,961,339","64.80","64.90","63.60","64.20"," 0.00","2,636",
" 2010/01/28","17,679,111","1,141,202,863","64.20","65.30","64.00","64.50","+0.30","4,957",
" 2010/01/29","11,758,631","744,765,184","63.90","63.90","62.30","63.90","-0.60","3,966",
" 2010/02/01","10,185,072","655,169,526","64.20","64.70","63.80","64.40","+0.50","3,498",
" 2010/02/02","13,348,596","873,483,602","65.90","66.40","64.60","65.30","+0.90","5,207",
" 2010/02/03","10,953,939","722,132,649","65.80","66.50","65.50","66.40","+1.10","2,983",
" 2010/02/04","9,082,657","592,627,561","66.20","66.20","64.70","64.80","-1.60","3,964",
" 2010/02/05","9,584,593","598,840,128","63.10","63.50","61.30","61.40","-3.40","3,869",
" 2010/02/06","3,485,319","215,412,132","61.40","62.30","61.00","62.00","+0.60","1,354",
" 2010/02/08","6,624,107","408,296,271","62.00","62.50","61.00","61.20","-0.80","2,418",
" 2010/02/09","5,993,581","377,503,808","62.10","63.90","61.50","63.20","+2.00","2,285",
" 2010/02/10","4,773,104","306,066,456","64.60","64.60","63.50","64.00","+0.80","1,946",
