"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/01/04","5,193,627","197,582,476","38.15","38.15","37.95","38.10","-0.05","1,372",
" 2010/01/05","5,837,662","221,788,599","38.15","38.15","37.90","38.00","-0.10","1,854",
" 2010/01/06","18,112,579","687,921,783","38.00","38.05","37.90","38.00"," 0.00","2,700",
" 2010/01/07","18,777,125","702,692,596","37.85","37.90","37.10","37.25","-0.75","3,246",
" 2010/01/08","8,489,098","317,251,471","37.35","37.55","37.20","37.50","+0.25","1,463",
" 2010/01/11","11,947,311","453,771,026","37.50","38.25","37.50","38.25","+0.75","2,215",
" 2010/01/12","4,690,309","178,329,790","38.25","38.25","38.00","38.05","-0.20","1,628",
" 2010/01/13","11,751,882","444,137,255","37.95","38.00","37.65","37.65","-0.40","2,278",
" 2010/01/14","16,981,205","640,775,962","38.00","38.00","37.55","37.65"," 0.00","1,169",
" 2010/01/15","7,276,013","275,567,284","38.00","38.00","37.70","38.00","+0.35","1,741",
" 2010/01/18","2,174,571","82,291,032","37.90","38.00","37.80","38.00"," 0.00","682",
" 2010/01/19","5,362,236","203,283,194","38.00","38.05","37.80","37.90","-0.10","1,270",
" 2010/01/20","2,641,050","99,945,539","38.00","38.00","37.80","37.90"," 0.00","1,090",
" 2010/01/21","1,853,147","69,979,624","37.90","37.90","37.65","37.75","-0.15","731",
" 2010/01/22","13,146,100","499,467,436","37.60","38.50","37.55","38.15","+0.40","3,381",
" 2010/01/25","3,624,183","137,276,615","37.80","38.10","37.80","38.00","-0.15","1,050",
" 2010/01/26","8,634,089","326,422,961","38.00","38.00","37.70","37.80","-0.20","2,713",
" 2010/01/27","13,879,720","534,019,448","38.00","39.05","38.00","38.40","+0.60","4,253",
" 2010/01/28","3,597,535","138,332,159","38.95","39.00","38.30","38.35","-0.05","1,284",
" 2010/01/29","7,259,983","281,706,238","38.40","39.10","38.35","38.80","+0.45","2,859",
" 2010/02/01","4,381,498","168,523,790","38.80","39.00","38.20","38.25","-0.55","1,819",
" 2010/02/02","12,366,824","475,345,712","38.60","38.95","37.95","38.40","+0.15","2,570",
" 2010/02/03","15,137,782","590,132,263","38.60","39.20","38.60","39.00","+0.60","2,360",
" 2010/02/04","9,116,302","349,511,691","38.50","38.60","38.15","38.35","-0.65","1,935",
" 2010/02/05","12,621,189","471,676,844","38.00","38.00","37.20","37.20","-1.15","2,880",
" 2010/02/06","3,703,333","141,269,433","37.50","38.60","37.40","38.00","+0.80","964",
" 2010/02/08","5,623,480","209,933,564","38.00","38.20","37.15","37.30","-0.70","1,972",
" 2010/02/09","8,017,788","299,158,146","37.30","37.60","37.10","37.35","+0.05","1,837",
" 2010/02/10","11,190,594","416,068,518","37.50","37.60","36.90","37.40","+0.05","2,349",
" 2010/02/22","2,537,677","95,562,652","37.70","37.80","37.55","37.55","+0.15","1,249",
" 2010/02/23","2,994,652","112,758,726","38.00","38.05","37.50","37.60","+0.05","1,243",
" 2010/02/24","4,541,886","171,555,890","37.85","37.90","37.50","37.60"," 0.00","1,545",
" 2010/02/25","6,605,026","250,097,329","37.65","38.10","37.60","37.60"," 0.00","1,735",
" 2010/02/26","5,696,000","216,516,547","38.00","38.20","37.60","38.20","+0.60","1,307",
" 2010/03/01","5,512,213","212,096,911","38.10","38.70","38.10","38.15","-0.05","1,703",
" 2010/03/02","2,643,400","100,459,066","38.20","38.35","37.80","37.80","-0.35","582",
" 2010/03/03","4,032,506","152,200,478","38.00","38.00","37.65","37.70","-0.10","902",
" 2010/03/04","4,413,922","167,066,300","37.60","38.40","37.60","37.80","+0.10","1,367",
" 2010/03/05","6,538,188","249,886,094","38.25","38.45","38.00","38.15","+0.35","2,070",
" 2010/03/08","5,513,673","209,370,524","38.15","38.40","37.80","37.85","-0.30","1,635",
" 2010/03/09","5,428,270","205,468,443","37.80","38.05","37.75","37.90","+0.05","888",
" 2010/03/10","6,453,882","245,029,917","38.00","38.05","37.85","37.95","+0.05","1,460",
" 2010/03/11","2,532,035","96,022,217","38.00","38.10","37.80","37.80","-0.15","514",
" 2010/03/12","5,323,394","202,759,400","38.00","38.10","37.75","37.90","+0.10","1,241",
" 2010/03/15","3,517,769","133,419,091","38.00","38.10","37.85","37.90"," 0.00","802",
" 2010/03/16","3,064,432","116,388,427","38.00","38.15","37.90","38.15","+0.25","564",
