"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/01/04","10,483,681","890,168,547","81.50","87.00","81.50","87.00","+5.60","4,799",
" 2010/01/05","15,333,981","1,379,008,569","88.00","92.30","87.60","90.00","+3.00","6,488",
" 2010/01/06","4,914,711","439,923,216","91.30","91.30","88.50","88.50","-1.50","2,191",
" 2010/01/07","3,514,114","312,746,968","89.80","90.90","87.20","87.20","-1.30","1,902",
" 2010/01/08","3,896,886","346,826,768","88.00","90.60","86.50","88.20","+1.00","2,132",
" 2010/01/11","2,634,637","234,939,024","88.30","90.30","87.80","88.00","-0.20","1,619",
" 2010/01/12","2,208,352","194,400,198","89.00","89.70","86.80","88.00"," 0.00","1,297",
" 2010/01/13","2,326,065","201,986,490","86.50","87.80","86.10","86.10","-1.90","1,402",
" 2010/01/14","2,891,041","252,510,596","86.90","88.60","86.40","88.30","+2.20","1,282",
" 2010/01/15","4,749,554","426,909,260","91.00","91.50","88.30","88.30"," 0.00","2,428",
" 2010/01/18","3,647,614","329,232,683","88.90","91.00","88.30","90.00","+1.70","1,772",
" 2010/01/19","1,828,826","162,619,145","90.70","90.80","88.00","88.20","-1.80","1,097",
" 2010/01/20","2,632,486","235,144,254","89.30","90.00","88.30","89.20","+1.00","1,485",
" 2010/01/21","5,613,745","509,104,250","90.30","92.00","89.50","90.30","+1.10","2,729",
" 2010/01/22","6,193,748","540,576,128","89.50","89.60","85.50","85.80","-4.50","3,018",
" 2010/01/25","3,522,994","298,465,187","84.10","85.70","84.00","84.10","-1.70","1,641",
" 2010/01/26","2,486,751","205,514,504","84.90","85.30","80.30","81.50","-2.60","1,366",
" 2010/01/27","3,724,538","303,483,078","81.50","83.00","80.10","80.20","-1.30","1,793",
" 2010/01/28","3,476,571","280,970,260","80.60","81.90","80.10","81.00","+0.80","1,834",
" 2010/01/29","4,336,830","348,083,075","80.50","81.00","79.50","80.30","-0.70","2,037",
" 2010/02/01","2,882,279","232,218,599","80.00","81.30","80.00","80.90","+0.60","1,183",
" 2010/02/02","2,618,119","214,168,589","82.00","82.70","80.50","81.10","+0.20","1,527",
" 2010/02/03","1,906,311","153,717,676","81.50","82.00","79.60","82.00","+0.90","1,174",
" 2010/02/04","1,369,300","111,265,179","82.10","82.10","80.60","81.00","-1.00","906",
" 2010/02/05","3,144,058","244,694,089","78.60","79.50","76.00","77.30","-3.70","1,823",
" 2010/02/06","2,938,092","218,585,692","78.70","78.70","71.90","75.20","-2.10","1,727",
" 2010/02/08","2,815,103","214,806,481","75.20","78.50","75.00","75.50","+0.30","1,548",
" 2010/02/09","1,959,633","151,300,674","75.60","78.50","75.10","77.90","+2.40","1,316",
" 2010/02/10","2,187,010","172,165,529","78.00","79.40","77.80","78.90","+1.00","1,174",
" 2010/02/22","1,350,634","108,191,509","81.30","81.30","79.30","80.00","+1.10","708",
" 2010/02/23","2,126,382","169,115,095","80.00","80.30","78.10","79.80","-0.20","913",
" 2010/02/24","1,549,740","123,733,900","79.30","80.50","78.50","80.00","+0.20","981",
" 2010/02/25","1,224,150","97,113,625","80.20","80.40","78.10","78.50","-1.50","936",
" 2010/02/26","2,346,749","187,591,718","78.50","82.00","78.50","79.00","+0.50","1,381",
" 2010/03/01","4,101,629","337,510,444","79.80","84.50","79.20","84.10","+5.10","2,167",
" 2010/03/02","2,049,775","169,711,550","84.50","84.50","82.10","82.10","-2.00","1,322",
" 2010/03/03","1,720,172","142,208,502","81.70","83.50","81.70","83.00","+0.90","1,117",
" 2010/03/04","1,573,923","131,382,383","84.00","84.10","82.40","83.70","+0.70","880",
" 2010/03/05","1,104,650","92,295,600","84.00","84.50","83.00","83.20","-0.50","675",
" 2010/03/08","1,099,732","91,852,673","84.00","84.00","83.00","83.70","+0.50","594",
" 2010/03/09","1,712,964","139,724,457","83.00","83.00","80.80","81.60","-2.10","1,018",
" 2010/03/10","1,033,119","83,981,839","80.60","81.90","80.60","81.40","-0.20","754",
" 2010/03/11","2,064,479","171,843,816","82.20","84.40","82.10","82.90","+1.50","1,186",
" 2010/03/12","1,048,225","86,500,827","82.90","83.30","82.00","82.30","-0.60","618",
" 2010/03/15","1,461,242","119,815,114","82.00","82.80","81.20","81.30","-1.00","825",
" 2010/03/16","2,378,404","197,117,369","81.60","84.50","81.50","84.00","+2.70","1,646",
" 2010/03/17","3,147,050","261,817,273","84.30","84.50","82.80","83.50","-0.50","1,841",
" 2010/03/18","3,726,764","317,609,349","86.50","86.50","84.50","84.50","+1.00","2,032",
" 2010/03/19","2,506,764","213,379,440","85.00","85.50","84.00","85.40","+0.90","1,456",
" 2010/03/22","1,389,108","118,171,424","86.30","86.30","84.20","84.20","-1.20","764",
" 2010/03/23","701,467","58,956,551","84.50","85.20","83.20","83.20","-1.00","480",
" 2010/03/24","1,064,987","88,640,443","84.00","84.00","82.90","83.20"," 0.00","490",
" 2010/03/25","3,108,587","255,131,185","83.20","83.20","81.50","82.10","-1.10","1,455",
" 2010/03/26","1,636,214","135,144,970","82.40","83.30","82.00","82.60","+0.50","915",
" 2010/03/29","1,609,781","134,028,123","84.00","84.00","82.90","83.00","+0.40","811",
" 2010/03/30","3,535,132","295,080,875","83.10","84.50","82.30","82.30","-0.70","1,613",
" 2010/03/31","2,110,650","175,191,750","82.80","83.60","82.40","82.40","+0.10","932",
" 2010/04/01","6,888,396","589,253,052","84.50","86.50","84.10","85.80","+3.40","3,685",
" 2010/04/02","2,083,733","178,381,666","86.00","86.30","85.10","85.60","-0.20","1,226",
" 2010/04/06","5,444,867","473,903,391","85.90","88.00","85.70","86.90","+1.30","2,521",
" 2010/04/07","5,877,011","523,926,670","87.50","90.00","87.20","89.00","+2.10","2,669",
" 2010/04/08","9,278,677","843,988,520","89.90","92.00","89.00","90.60","+1.60","3,652",
" 2010/04/09","2,824,776","255,869,643","90.60","91.10","89.80","90.50","-0.10","1,576",
" 2010/04/12","1,967,722","179,344,455","91.00","91.90","90.50","91.20","+0.70","977",
" 2010/04/13","2,765,922","246,941,636","91.40","91.40","87.30","88.00","-3.20","1,709",
