"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/01/04","3,438,540","323,029,609","94.50","95.00","93.30","93.50","-1.00","1,767",
" 2010/01/05","5,550,830","510,151,630","93.90","94.50","90.60","91.00","-2.50","3,038",
" 2010/01/06","7,437,021","673,467,170","91.00","91.90","89.40","90.70","-0.30","3,595",
" 2010/01/07","5,728,066","518,008,895","90.70","91.80","89.80","89.90","-0.80","3,152",
" 2010/01/08","4,353,117","391,457,573","90.00","90.80","89.10","90.50","+0.60","2,359",
" 2010/01/11","12,782,714","1,200,105,760","91.80","95.40","91.30","94.50","+4.00","5,905",
" 2010/01/12","7,136,929","671,587,326","94.30","94.90","93.60","94.00","-0.50","2,607",
" 2010/01/13","5,338,689","502,366,726","93.80","95.30","93.10","93.10","-0.90","2,571",
" 2010/01/14","5,460,526","514,196,671","93.30","94.60","93.10","94.30","+1.20","2,678",
" 2010/01/15","13,489,892","1,309,366,049","94.40","99.00","94.40","96.50","+2.20","6,044",
" 2010/01/18","13,280,945","1,315,363,952","96.50","100.50","96.50","100.00","+3.50","5,419",
" 2010/01/19","8,017,109","781,090,964","100.00","100.50","96.00","96.00","-4.00","3,736",
" 2010/01/20","7,648,547","726,454,028","96.00","96.50","93.80","94.70","-1.30","3,844",
" 2010/01/21","6,435,224","605,765,832","94.70","95.40","93.00","93.00","-1.70","2,882",
" 2010/01/22","8,949,546","816,111,363","92.40","93.50","89.50","89.70","-3.30","4,540",
" 2010/01/25","4,003,801","360,933,559","89.50","91.50","89.10","89.10","-0.60","2,311",
" 2010/01/26","9,750,936","833,052,138","89.50","90.10","82.90","83.50","-5.60","4,956",
" 2010/01/27","5,442,330","464,836,401","84.00","86.60","83.50","85.20","+1.70","3,004",
" 2010/01/28","7,839,329","678,723,085","86.60","88.50","84.00","87.10","+1.90","3,663",
" 2010/01/29","5,559,944","480,054,575","85.20","88.70","84.60","87.80","+0.70","2,847",
" 2010/02/01","6,957,068","596,698,314","88.00","88.20","84.10","84.10","-3.70","2,972",
" 2010/02/02","4,821,347","408,320,648","86.40","86.40","83.00","83.80","-0.30","2,626",
" 2010/02/03","10,686,338","922,166,260","86.00","87.30","85.10","86.60","+2.80","5,129",
" 2010/02/04","4,897,699","418,327,033","86.40","86.40","84.50","85.60","-1.00","2,930",
" 2010/02/05","11,299,844","917,655,748","82.50","82.80","79.70","80.30","-5.30","4,943",
" 2010/02/06","7,557,271","613,373,650","81.50","83.00","78.80","82.10","+1.80","3,590",
" 2010/02/08","7,919,558","668,345,476","82.80","85.60","82.40","84.20","+2.10","4,233",
" 2010/02/09","5,414,625","466,473,458","84.40","86.90","84.30","86.40","+2.20","2,932",
" 2010/02/10","6,539,706","573,071,254","87.60","88.50","86.90","87.20","+0.80","3,185",
" 2010/02/22","5,492,788","490,997,706","90.00","90.40","88.00","88.60","+1.40","2,535",
" 2010/02/23","2,923,340","260,223,226","89.00","89.80","88.00","89.50","+0.90","1,679",
" 2010/02/24","2,577,100","229,785,844","88.50","89.80","88.50","88.50","-1.00","1,485",
" 2010/02/25","4,329,000","379,114,500","89.70","89.70","85.50","86.10","-2.40","2,141",
" 2010/02/26","5,646,173","478,915,391","86.50","87.30","83.50","84.00","-2.10","3,025",
" 2010/03/01","6,192,339","534,103,484","84.00","88.30","83.30","86.70","+2.70","3,048",
" 2010/03/02","4,158,720","364,730,806","88.00","88.70","87.00","87.10","+0.40","1,901",
" 2010/03/03","2,223,718","192,627,885","87.50","87.80","86.00","86.90","-0.20","1,364",
" 2010/03/04","2,714,797","234,365,430","87.30","87.80","85.10","85.80","-1.10","1,608",
" 2010/03/05","3,227,428","278,819,123","87.30","87.40","85.70","86.30","+0.50","1,784",
" 2010/03/08","2,804,733","244,989,758","87.20","87.80","86.80","87.40","+1.10","1,627",
" 2010/03/09","5,683,706","502,940,728","87.40","89.50","87.40","88.00","+0.60","2,739",
" 2010/03/10","3,240,665","284,805,085","88.80","89.30","87.00","87.00","-1.00","1,780",
" 2010/03/11","3,949,139","345,212,893","87.20","88.20","86.90","87.00"," 0.00","1,931",
" 2010/03/12","5,004,406","429,529,656","87.00","87.50","84.80","85.90","-1.10","2,688",
" 2010/03/15","2,893,467","247,196,533","85.70","86.50","85.00","85.00","-0.90","1,591",
" 2010/03/16","2,279,053","193,336,676","84.80","85.70","84.50","84.70","-0.30","1,209",
" 2010/03/17","4,264,850","364,650,000","85.40","86.30","84.90","86.00","+1.30","2,067",
" 2010/03/18","13,947,586","1,176,241,667","85.00","85.00","83.50","84.80","-1.20","6,379",
" 2010/03/19","10,287,978","866,880,640","84.80","84.90","83.80","84.10","-0.70","4,190",
" 2010/03/22","6,877,208","582,810,389","83.90","85.30","83.90","84.30","+0.20","3,032",
" 2010/03/23","8,834,006","741,826,187","84.50","85.00","83.10","83.10","-1.20","3,876",
" 2010/03/24","5,689,877","479,572,844","83.50","84.80","83.40","84.10","+1.00","2,653",
" 2010/03/25","2,804,230","236,787,528","84.00","85.30","83.60","84.50","+0.40","1,783",
" 2010/03/26","5,840,649","490,667,216","84.50","84.70","83.50","83.80","-0.70","2,769",
" 2010/03/29","6,714,789","570,044,265","84.00","85.70","83.80","84.50","+0.70","3,324",
" 2010/03/30","8,104,263","690,133,832","85.20","85.80","84.60","84.60","+0.10","2,975",
" 2010/03/31","9,036,533","779,229,762","85.20","87.50","84.80","85.70","+1.10","4,131",
" 2010/04/01","8,081,933","701,198,019","86.20","87.40","86.10","86.10","+0.40","3,625",
" 2010/04/02","14,530,994","1,280,435,666","86.90","89.90","86.50","89.00","+2.90","5,737",
" 2010/04/06","8,726,771","783,366,619","89.60","90.70","88.70","89.00"," 0.00","4,454",
" 2010/04/07","6,839,941","603,123,208","90.00","90.00","87.90","88.00","-1.00","2,835",
" 2010/04/08","8,224,055","708,288,073","88.10","88.10","84.70","85.40","-2.60","4,080",
" 2010/04/09","4,171,440","355,781,822","85.00","86.40","84.80","86.20","+0.80","2,231",
" 2010/04/12","3,057,069","264,274,950","86.70","86.70","86.00","86.40","+0.20","1,228",
" 2010/04/13","3,086,504","262,402,227","86.00","86.00","84.00","84.50","-1.90","1,699",
" 2010/04/14","3,043,011","256,915,119","85.40","85.40","83.90","84.80","+0.30","1,442",
" 2010/04/15","6,901,815","597,185,788","86.00","87.20","85.60","86.50","+1.70","3,585",
" 2010/04/16","3,528,784","301,497,340","86.50","86.50","84.80","85.00","-1.50","2,072",
" 2010/04/19","4,945,944","411,940,376","83.60","84.60","81.10","82.00","-3.00","2,647",
" 2010/04/20","3,448,998","284,753,623","82.40","83.10","81.80","82.70","+0.70","1,975",
" 2010/04/21","7,657,219","648,957,071","83.90","85.70","83.90","84.40","+1.70","3,634",
" 2010/04/22","4,687,458","394,858,044","83.80","85.10","83.30","84.40"," 0.00","2,725",
" 2010/04/23","4,150,884","353,103,140","85.50","85.50","84.60","85.00","+0.60","1,856",
" 2010/04/26","3,896,140","332,965,600","85.50","86.10","84.90","85.30","+0.30","1,941",
" 2010/04/27","4,303,312","369,370,031","85.40","86.50","85.30","85.40","+0.10","2,041",
" 2010/04/28","2,693,145","227,070,861","83.10","84.90","83.10","84.80","-0.60","1,495",
" 2010/04/29","7,659,083","663,093,516","85.80","87.40","85.60","87.10","+2.30","3,999",
" 2010/04/30","8,382,923","726,697,018","87.30","87.60","85.70","85.70","-1.40","3,742",
" 2010/05/03","7,965,227","662,631,141","85.30","85.30","82.10","83.00","-2.70","4,137",
" 2010/05/04","5,737,032","474,760,718","83.10","83.80","81.60","82.10","-0.90","2,759",
" 2010/05/05","9,589,279","758,809,158","80.00","80.50","78.10","78.20","-3.90","4,664",
" 2010/05/06","6,602,453","506,217,864","78.20","79.00","74.60","75.20","-3.00","3,403",
" 2010/05/07","8,252,592","620,762,397","73.00","78.50","72.50","76.90","+1.70","3,905",
" 2010/05/10","3,590,217","274,331,637","77.40","77.40","75.60","76.60","-0.30","1,938",
" 2010/05/11","6,224,303","475,322,025","76.60","78.00","75.00","75.00","-1.60","3,255",
" 2010/05/12","2,557,283","191,848,225","75.20","75.90","74.20","74.30","-0.70","1,509",
" 2010/05/13","4,644,424","352,970,257","75.20","76.70","75.20","76.10","+1.80","2,209",
" 2010/05/14","3,274,312","251,847,552","76.60","77.60","76.00","76.80","+0.70","1,926",
" 2010/05/17","2,960,759","222,215,425","75.80","76.00","74.30","74.70","-2.10","1,820",
" 2010/05/18","2,894,649","214,221,013","74.00","75.40","73.30","74.00","-0.70","1,536",
" 2010/05/19","4,515,407","331,497,718","73.50","74.10","72.70","73.50","-0.50","2,232",
" 2010/05/20","5,709,762","411,952,364","73.70","74.00","70.50","70.90","-2.60","3,089",
" 2010/05/21","5,635,971","392,814,741","69.00","70.60","68.80","70.60","-0.30","2,708",
" 2010/05/24","2,339,317","168,253,324","71.10","72.60","71.10","72.00","+1.40","1,410",
" 2010/05/25","3,497,102","245,173,660","71.10","72.00","68.60","69.90","-2.10","1,899",
" 2010/05/26","4,130,388","291,092,960","71.80","71.90","70.00","70.00","+0.10","1,851",
" 2010/05/27","4,860,460","355,143,051","70.60","74.90","70.20","74.90","+4.90","2,571",
" 2010/05/28","6,268,376","480,428,276","76.20","77.80","76.00","76.00","+1.10","3,341",
" 2010/05/31","4,008,499","308,863,568","76.00","77.90","75.40","77.50","+1.50","1,992",
" 2010/06/01","4,210,246","324,997,618","77.30","78.00","76.00","76.00","-1.50","2,340",
" 2010/06/02","3,485,389","263,816,980","76.00","76.80","74.50","74.50","-1.50","1,953",
" 2010/06/03","2,412,378","183,242,835","76.70","76.70","75.20","76.30","+1.80","1,388",
" 2010/06/04","1,938,883","148,329,494","76.50","77.30","75.80","75.80","-0.50","1,146",
" 2010/06/07","4,568,824","340,071,987","73.40","77.00","72.80","76.10","+0.30","2,473",
" 2010/06/08","3,601,040","272,905,620","76.00","76.70","74.80","74.90","-1.20","1,687",
" 2010/06/09","4,394,439","320,399,808","74.50","74.90","71.50","71.60","-3.30","2,237",
" 2010/06/10","6,124,583","436,460,939","72.70","72.70","70.00","72.70","+1.10","2,761",
" 2010/06/11","7,862,187","570,977,051","73.80","74.10","71.60","72.60","-0.10","3,125",
" 2010/06/14","4,803,795","346,653,813","72.60","72.90","71.60","72.50","-0.10","1,967",
" 2010/06/15","6,192,148","454,707,304","72.60","74.50","72.50","73.00","+0.50","3,172",
" 2010/06/17","9,271,198","664,453,610","72.00","72.10","71.00","72.00","-1.00","4,418",
" 2010/06/18","6,140,770","436,573,354","71.90","72.10","70.60","71.50","-0.50","3,039",
" 2010/06/21","4,085,171","293,976,119","72.30","72.40","71.60","72.00","+0.50","2,205",
" 2010/06/22","5,736,719","420,521,655","72.40","73.70","72.00","73.60","+1.60","2,988",
" 2010/06/23","4,261,907","313,982,150","73.60","74.10","72.80","73.60"," 0.00","1,927",
" 2010/06/24","2,399,872","176,632,736","73.60","74.10","73.10","73.40","-0.20","1,155",
" 2010/06/25","4,246,596","306,218,424","72.90","73.00","71.70","71.70","-1.70","1,817",
" 2010/06/28","3,096,250","221,999,974","72.20","72.80","71.00","71.40","-0.30","1,360",
" 2010/06/29","4,502,808","323,416,886","72.20","72.60","71.30","71.40"," 0.00","2,227",
" 2010/06/30","4,030,886","285,372,492","70.20","71.30","70.00","71.10","-0.30","1,801",
" 2010/07/01","4,647,490","327,673,741","71.10","71.10","70.00","70.10","-1.00","1,985",
" 2010/07/02","2,084,663","148,776,467","70.70","71.70","70.30","71.60","+1.50","1,080",
" 2010/07/05","3,225,966","232,123,542","71.60","72.40","71.40","72.40","+0.80","1,367",
" 2010/07/06","4,139,028","302,269,853","71.60","73.70","71.50","73.70","+1.30","1,998",
" 2010/07/07","2,159,568","157,390,274","73.70","73.70","72.50","72.50","-1.20","1,099",
" 2010/07/08","4,147,955","305,663,900","73.40","74.30","73.10","73.20","+0.70","2,193",
" 2010/07/09","14,739,457","1,134,034,068","74.30","78.30","73.80","78.30","+5.10","6,203",
" 2010/07/12","9,554,332","756,442,254","78.80","80.40","77.90","77.90","-0.40","4,781",
" 2010/07/13","6,915,919","543,268,027","79.20","80.10","77.40","77.40","-0.50","3,374",
" 2010/07/14","9,434,862","752,673,317","79.40","80.50","78.60","80.20","+2.80","4,676",
" 2010/07/15","6,198,432","493,512,328","80.20","80.70","78.80","79.00","-1.20","2,631",
" 2010/07/16","4,936,505","387,370,787","79.20","79.90","77.70","78.20","-0.80","2,427",
" 2010/07/19","2,819,142","218,608,976","77.90","78.10","77.00","78.00","-0.20","1,570",
" 2010/07/20","4,972,480","395,202,601","78.50","80.50","78.00","79.60","+1.60","2,423",
" 2010/07/21","4,041,399","319,729,922","80.00","80.40","78.10","78.40","-1.20","1,882",
" 2010/07/22","4,148,893","322,236,004","78.40","78.80","77.30","77.30","-1.10","2,016",
" 2010/07/23","2,747,816","215,282,166","78.60","78.80","77.80","78.40","+1.10","1,468",
" 2010/07/26","4,060,427","321,361,380","79.40","79.40","78.80","79.10","+0.70","1,776",
