"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/01/04","2,707,206","147,593,746","55.20","55.40","54.00","54.00","-1.40","1,263",
" 2010/01/05","4,181,503","229,029,095","55.20","56.00","53.60","54.10","+0.10","2,085",
" 2010/01/06","1,833,954","98,743,725","54.40","54.50","53.40","53.50","-0.60","1,044",
" 2010/01/07","3,346,496","174,955,576","53.00","53.90","51.20","51.90","-1.60","1,486",
" 2010/01/08","2,643,581","134,886,291","52.50","52.50","50.50","51.30","-0.60","1,238",
" 2010/01/11","3,409,566","173,618,657","51.80","51.80","50.30","50.50","-0.80","1,542",
" 2010/01/12","8,243,041","419,835,747","50.30","51.90","49.90","51.50","+1.00","2,974",
" 2010/01/13","2,517,713","128,515,183","50.90","51.70","50.60","50.80","-0.70","1,110",
" 2010/01/14","4,252,108","219,214,983","51.00","52.10","50.90","51.10","+0.30","1,818",
" 2010/01/15","7,318,535","389,369,980","51.70","54.60","51.40","54.60","+3.50","3,152",
" 2010/01/18","6,790,409","369,122,586","54.40","54.90","53.60","54.00","-0.60","2,802",
" 2010/01/19","6,189,652","332,449,384","54.70","55.30","52.10","52.30","-1.70","2,777",
" 2010/01/20","2,921,254","154,636,562","53.00","53.80","52.30","53.00","+0.70","1,554",
" 2010/01/21","3,527,986","187,338,558","52.90","53.70","52.50","53.00"," 0.00","1,623",
" 2010/01/22","4,280,252","225,567,596","52.60","53.70","51.50","53.20","+0.20","1,802",
" 2010/01/25","8,600,804","468,478,360","53.00","55.30","52.70","54.20","+1.00","3,640",
" 2010/01/26","5,157,363","269,390,825","54.50","54.90","50.50","50.50","-3.70","2,543",
" 2010/01/27","3,546,264","178,297,535","50.80","51.30","48.80","49.20","-1.30","1,591",
" 2010/01/28","3,138,841","159,205,891","50.00","51.50","49.60","51.00","+1.80","1,252",
" 2010/01/29","2,393,989","121,619,689","50.50","52.00","49.10","51.00"," 0.00","1,133",
" 2010/02/01","2,447,171","125,845,832","52.00","52.00","50.90","51.10","+0.10","1,143",
" 2010/02/02","3,367,599","173,891,206","52.30","52.40","50.60","50.60","-0.50","1,474",
" 2010/02/03","3,642,770","189,848,058","51.30","53.00","50.90","52.30","+1.70","1,731",
" 2010/02/04","2,870,142","152,451,626","52.50","53.50","52.40","53.00","+0.70","1,431",
" 2010/02/05","3,210,380","163,232,320","51.50","52.30","49.30","50.20","-2.80","1,492",
" 2010/02/06","2,453,581","119,832,024","51.50","51.50","46.70","48.50","-1.70","1,194",
" 2010/02/08","1,918,804","94,386,631","48.50","49.95","48.00","49.55","+1.05","1,101",
" 2010/02/09","1,449,045","72,851,723","49.55","50.90","49.10","50.70","+1.15","831",
" 2010/02/10","2,082,153","106,588,203","51.10","51.70","50.70","50.70"," 0.00","975",
" 2010/02/22","2,980,471","157,385,407","52.00","53.50","51.30","52.90","+2.20","1,426",
" 2010/02/23","1,296,438","69,064,838","53.10","53.80","52.70","53.30","+0.40","764",
" 2010/02/24","1,128,506","59,880,511","52.80","53.60","52.60","52.60","-0.70","576",
" 2010/02/25","1,152,882","60,434,047","53.00","53.10","51.70","52.10","-0.50","686",
" 2010/02/26","1,636,495","84,018,340","52.10","52.60","50.70","50.80","-1.30","792",
" 2010/03/01","1,098,446","56,384,965","50.60","51.70","50.60","51.50","+0.70","588",
" 2010/03/02","1,205,125","62,413,970","51.90","52.50","51.50","51.80","+0.30","754",
" 2010/03/03","1,255,415","64,726,404","52.00","52.30","51.10","51.10","-0.70","708",
" 2010/03/04","1,069,222","54,711,764","51.20","51.70","50.70","51.20","+0.10","584",
" 2010/03/05","1,473,494","76,604,575","51.50","52.40","51.30","52.40","+1.20","787",
" 2010/03/08","4,962,494","266,304,164","53.00","54.20","52.70","53.80","+1.40","1,978",
" 2010/03/09","2,772,414","149,795,706","54.10","54.40","53.30","53.90","+0.10","1,221",
" 2010/03/10","12,304,744","695,271,381","54.40","57.60","54.40","56.80","+2.90","4,961",
" 2010/03/11","4,686,668","264,045,189","58.00","58.00","55.20","55.40","-1.40","2,219",
" 2010/03/12","3,372,465","187,380,552","55.40","56.40","54.70","55.40"," 0.00","1,754",
" 2010/03/15","2,202,304","120,803,571","55.80","56.30","53.90","54.20","-1.20","1,190",
" 2010/03/16","1,525,605","82,837,589","53.80","54.80","53.80","54.20"," 0.00","692",
" 2010/03/17","3,933,270","220,205,950","55.00","56.70","54.80","55.80","+1.60","1,763",
" 2010/03/18","3,976,069","225,495,153","56.30","57.20","55.80","56.30","+0.50","1,561",
" 2010/03/19","9,198,339","533,242,644","56.60","58.90","56.10","58.90","+2.60","3,275",
" 2010/03/22","3,510,384","207,299,956","58.90","59.80","58.10","59.20","+0.30","1,548",
" 2010/03/23","4,974,628","303,491,204","60.00","61.80","60.00","61.10","+1.90","2,389",
" 2010/03/24","2,711,588","164,150,380","61.80","61.90","59.80","60.00","-1.10","1,305",
" 2010/03/25","2,439,425","145,534,060","60.00","60.50","59.20","59.70","-0.30","1,000",
" 2010/03/26","2,558,315","150,973,451","59.50","59.70","58.50","58.60","-1.10","1,024",
" 2010/03/29","2,596,898","153,839,247","58.50","60.40","58.00","59.20","+0.60","1,247",
" 2010/03/30","1,450,962","86,107,368","59.80","59.90","58.60","58.60","-0.60","654",
" 2010/03/31","2,535,442","146,831,010","58.70","59.20","57.30","57.50","-1.10","1,177",
" 2010/04/01","3,936,240","225,731,469","57.50","58.10","56.70","57.40","-0.10","1,700",
" 2010/04/02","2,184,842","127,065,036","57.60","58.70","57.40","58.10","+0.70","1,053",
" 2010/04/06","2,410,398","142,026,675","59.00","59.70","58.40","58.50","+0.40","989",
" 2010/04/07","3,512,073","201,172,292","58.80","58.90","56.80","57.60","-0.90","1,637",
" 2010/04/08","5,752,022","321,337,808","57.60","57.90","55.00","55.20","-2.40","2,519",
" 2010/04/09","3,245,213","178,592,249","55.30","55.80","54.50","55.20"," 0.00","1,340",
" 2010/04/12","1,259,832","70,447,552","55.50","56.20","55.50","56.20","+1.00","721",
" 2010/04/13","1,080,945","60,077,545","56.00","56.10","55.30","55.60","-0.60","502",
" 2010/04/14","2,189,564","122,474,159","56.10","56.60","55.00","56.50","+0.90","1,163",
" 2010/04/15","2,188,876","123,481,473","56.80","57.00","56.00","56.00","-0.50","1,020",
" 2010/04/16","2,541,517","143,681,252","56.00","57.20","55.80","56.00"," 0.00","1,153",
" 2010/04/19","2,229,916","121,293,134","55.40","55.80","53.00","53.00","-3.00","1,095",
" 2010/04/20","2,296,783","122,090,047","53.20","54.00","52.50","53.20","+0.20","1,071",
" 2010/04/21","3,780,051","211,123,060","53.90","56.90","53.90","56.30","+3.10","1,898",
" 2010/04/22","6,736,646","389,959,894","55.80","59.10","55.60","57.90","+1.60","3,030",
" 2010/04/23","1,905,130","110,413,580","58.00","58.70","57.60","57.60","-0.30","917",
" 2010/04/26","1,687,133","96,669,881","58.00","58.10","56.50","57.20","-0.40","805",
" 2010/04/27","1,123,371","64,115,265","57.40","57.50","56.80","57.00","-0.20","581",
" 2010/04/28","2,209,065","125,825,683","55.60","58.30","55.30","58.30","+1.30","1,231",
" 2010/04/29","2,530,081","146,802,168","58.30","58.40","57.50","57.70","-0.60","1,398",
" 2010/04/30","1,750,811","99,620,371","58.00","58.40","55.50","56.50","-1.20","872",
" 2010/05/03","1,375,108","76,079,001","56.50","56.50","54.80","54.90","-1.60","723",
" 2010/05/04","1,904,209","105,313,595","56.40","56.40","54.90","55.50","+0.60","871",
" 2010/05/05","2,378,402","130,193,225","53.50","55.50","53.50","54.30","-1.20","946",
" 2010/05/06","1,436,612","78,040,748","54.30","55.00","53.60","54.00","-0.30","769",
" 2010/05/07","3,904,808","216,531,785","53.50","57.10","52.50","56.80","+2.80","1,682",
" 2010/05/10","1,771,421","99,910,884","56.80","57.00","55.60","56.50","-0.30","806",
" 2010/05/11","1,444,629","81,748,369","57.00","57.20","55.60","55.60","-0.90","660",
" 2010/05/12","2,906,978","161,782,776","56.10","56.50","54.30","55.60"," 0.00","1,298",
" 2010/05/13","12,034,174","708,380,556","57.10","59.40","57.10","59.30","+3.70","4,444",
" 2010/05/14","4,289,492","253,449,211","58.80","59.60","58.30","59.60","+0.30","1,803",
" 2010/05/17","3,551,715","205,637,719","59.00","59.10","57.00","57.10","-2.50","1,404",
" 2010/05/18","3,578,210","207,012,157","57.50","58.70","56.90","57.90","+0.80","1,620",
" 2010/05/19","3,224,817","187,022,724","57.50","59.00","56.80","58.30","+0.40","1,425",
" 2010/05/20","8,068,245","482,491,866","58.50","61.00","58.00","58.30"," 0.00","3,316",
" 2010/05/21","3,144,150","177,945,304","55.50","58.00","55.50","57.40","-0.90","1,506",
" 2010/05/24","1,849,733","106,217,724","57.50","58.00","56.60","57.20","-0.20","940",
" 2010/05/25","3,333,685","185,391,530","56.70","57.40","54.30","54.50","-2.70","1,544",
" 2010/05/26","2,343,208","129,195,123","55.20","56.10","53.90","55.40","+0.90","1,235",
" 2010/05/27","1,456,969","82,241,036","55.40","57.20","55.20","56.90","+1.50","790",
" 2010/05/28","4,640,713","272,791,906","57.80","59.30","57.70","58.50","+1.60","1,735",
" 2010/05/31","3,802,859","226,947,787","59.00","60.50","58.10","59.70","+1.20","1,889",
" 2010/06/01","1,644,970","97,070,430","59.60","59.60","58.30","59.00","-0.70","865",
" 2010/06/02","3,493,221","207,774,947","58.50","60.50","58.40","58.60","-0.40","1,470",
" 2010/06/03","4,276,995","258,097,381","59.50","61.50","59.30","60.50","+1.90","2,167",
" 2010/06/04","1,854,004","111,854,134","60.50","61.00","59.70","60.30","-0.20","956",
" 2010/06/07","1,985,493","116,634,787","58.50","59.50","57.80","59.00","-1.30","827",
" 2010/06/08","1,820,047","108,829,994","59.40","60.40","59.20","59.60","+0.60","863",
" 2010/06/09","4,599,819","275,430,902","60.80","62.00","57.50","58.00","-1.60","2,092",
" 2010/06/10","2,187,330","126,097,272","58.80","58.80","56.80","57.50","-0.50","1,002",
" 2010/06/11","2,040,188","120,131,412","58.70","59.50","58.30","58.60","+1.10","1,071",
" 2010/06/14","1,622,709","94,978,014","59.00","59.50","58.00","58.70","+0.10","777",
" 2010/06/15","1,416,211","82,901,639","58.70","59.10","57.90","58.50","-0.20","790",
" 2010/06/17","1,644,396","96,032,868","58.80","58.90","58.00","58.00","-0.50","761",
" 2010/06/18","1,221,498","70,988,932","58.00","58.60","57.70","57.90","-0.10","561",
" 2010/06/21","1,773,169","103,236,210","58.80","58.90","57.80","58.10","+0.20","1,063",
" 2010/06/22","2,543,218","146,870,552","57.90","58.40","57.50","57.60","-0.50","1,144",
