"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/01/04","8,299,290","283,529,760","34.00","34.40","33.90","34.30","+0.30","2,839",
" 2010/01/05","48,059,367","1,693,662,333","34.60","35.80","34.50","35.50","+1.20","13,190",
" 2010/01/06","36,026,739","1,298,754,915","35.50","36.40","35.40","36.25","+0.75","9,057",
" 2010/01/07","14,531,020","520,883,219","36.35","36.40","35.50","35.55","-0.70","4,733",
" 2010/01/08","10,671,139","377,286,796","35.55","35.80","35.15","35.40","-0.15","3,456",
" 2010/01/11","18,206,405","638,075,331","35.40","35.80","34.70","34.75","-0.65","4,963",
" 2010/01/12","15,970,864","553,628,885","34.75","35.25","34.30","34.55","-0.20","4,895",
" 2010/01/13","23,801,821","809,471,114","34.00","34.25","33.90","34.00","-0.55","5,839",
" 2010/01/14","8,192,369","280,367,979","34.50","34.50","34.10","34.20","+0.20","2,673",
" 2010/01/15","7,254,008","248,945,636","34.30","34.45","34.15","34.45","+0.25","2,218",
" 2010/01/18","5,327,992","182,387,445","34.20","34.40","34.10","34.20","-0.25","1,674",
" 2010/01/19","9,450,472","324,909,372","34.35","34.75","34.05","34.35","+0.15","3,097",
" 2010/01/20","6,324,748","215,865,832","34.45","34.50","34.00","34.00","-0.35","2,175",
" 2010/01/21","6,215,956","211,476,149","34.00","34.15","33.90","33.90","-0.10","2,061",
" 2010/01/22","52,089,477","1,679,653,564","33.55","33.65","31.55","31.80","-2.10","13,686",
" 2010/01/25","21,548,104","678,144,524","31.50","32.05","30.95","32.00","+0.20","5,095",
" 2010/01/26","31,714,807","972,850,652","32.00","32.20","30.00","30.40","-1.60","8,382",
" 2010/01/27","20,990,196","633,445,982","30.70","30.70","29.90","30.05","-0.35","5,064",
" 2010/01/28","11,390,136","347,522,609","30.20","30.95","30.20","30.50","+0.45","3,437",
" 2010/01/29","22,533,171","669,406,085","30.10","30.10","29.20","29.85","-0.65","5,053",
" 2010/02/01","23,299,500","694,210,941","30.05","30.35","29.45","29.50","-0.35","5,314",
" 2010/02/02","13,557,228","404,665,537","30.00","30.20","29.30","29.55","+0.05","4,075",
" 2010/02/03","8,396,596","250,047,015","30.05","30.30","29.45","29.85","+0.30","2,134",
" 2010/02/04","3,824,236","114,206,799","29.85","30.05","29.60","29.95","+0.10","1,492",
" 2010/02/05","12,712,021","365,804,543","29.10","29.20","28.55","28.55","-1.40","3,240",
" 2010/02/06","5,607,301","158,425,166","28.60","28.70","27.65","28.45","-0.10","1,749",
" 2010/02/08","6,550,837","185,336,351","28.35","28.50","28.10","28.30","-0.15","2,081",
" 2010/02/09","8,739,774","252,057,913","28.15","29.20","28.15","28.80","+0.50","2,307",
" 2010/02/10","17,477,393","511,947,483","29.15","29.85","28.80","29.40","+0.60","4,134",
" 2010/02/22","11,914,110","356,276,891","29.75","30.25","29.75","29.80","+0.40","3,415",
" 2010/02/23","9,170,246","275,484,539","30.00","30.25","29.80","30.10","+0.30","3,031",
" 2010/02/24","9,157,957","276,252,635","30.00","30.55","29.85","30.40","+0.30","2,878",
" 2010/02/25","14,123,054","418,800,588","30.40","30.40","29.20","29.40","-1.00","2,867",
" 2010/02/26","7,703,498","227,225,932","29.25","29.75","29.25","29.60","+0.20","2,066",
" 2010/03/01","9,812,629","296,587,120","29.85","30.50","29.60","30.10","+0.50","2,960",
" 2010/03/02","8,728,721","263,847,498","30.55","30.55","30.00","30.25","+0.15","1,881",
" 2010/03/03","9,634,259","293,653,797","30.40","30.75","30.30","30.40","+0.15","2,840",
" 2010/03/04","13,107,318","399,468,890","30.80","31.10","29.85","30.05","-0.35","3,598",
" 2010/03/05","13,334,823","400,520,017","30.35","30.60","29.65","29.95","-0.10","3,789",
" 2010/03/08","14,489,768","431,825,704","30.00","30.20","29.70","29.75","-0.20","4,441",
" 2010/03/09","7,269,524","215,883,287","29.75","29.90","29.60","29.70","-0.05","1,900",
" 2010/03/10","10,633,596","315,185,687","29.70","29.75","29.50","29.70"," 0.00","2,741",
" 2010/03/11","7,834,368","233,049,750","29.85","29.90","29.65","29.65","-0.05","1,777",
" 2010/03/12","7,435,707","219,360,648","29.65","29.70","29.35","29.45","-0.20","2,677",
" 2010/03/15","10,648,508","315,450,963","29.60","30.20","29.20","29.20","-0.25","3,630",
" 2010/03/16","6,699,579","195,708,693","29.65","29.65","29.00","29.20"," 0.00","2,223",
" 2010/03/17","15,761,793","462,603,795","29.60","29.70","29.15","29.40","+0.20","4,213",
" 2010/03/18","21,374,410","630,000,346","29.60","29.65","29.35","29.45","+0.05","4,406",
" 2010/03/19","12,061,798","357,047,703","29.65","29.85","29.40","29.85","+0.40","3,364",
" 2010/03/22","10,530,542","309,729,461","30.00","30.00","29.25","29.30","-0.55","3,225",
" 2010/03/23","11,517,725","336,280,181","29.45","29.50","29.05","29.05","-0.25","2,790",
" 2010/03/24","13,999,109","413,604,520","29.50","29.80","29.35","29.45","+0.40","3,846",
" 2010/03/25","10,903,360","321,012,957","29.55","29.70","29.25","29.55","+0.10","3,259",
" 2010/03/26","14,773,274","435,239,188","29.50","29.65","29.20","29.45","-0.10","4,358",
" 2010/03/29","19,959,169","593,376,547","29.50","30.00","29.45","30.00","+0.55","5,632",
" 2010/03/30","13,087,035","392,411,471","30.20","30.20","29.80","30.05","+0.05","3,910",
" 2010/03/31","10,006,471","299,211,325","30.10","30.10","29.70","29.95","-0.10","3,100",
" 2010/04/01","27,121,106","813,468,072","30.00","30.15","29.90","29.95"," 0.00","5,570",
" 2010/04/02","12,010,822","361,666,060","30.15","30.25","29.95","30.15","+0.20","2,927",
" 2010/04/06","11,966,045","360,235,820","30.20","30.25","30.00","30.05","-0.10","3,566",
" 2010/04/07","11,783,435","352,379,050","30.05","30.20","29.70","30.00","-0.05","4,105",
" 2010/04/08","17,859,799","532,606,424","30.00","30.15","29.50","29.60","-0.40","4,385",
" 2010/04/09","5,577,009","165,715,290","29.60","29.80","29.55","29.65","+0.05","1,781",
" 2010/04/12","15,545,089","464,616,181","30.00","30.15","29.70","29.80","+0.15","3,974",
" 2010/04/13","6,642,936","198,065,324","29.80","30.00","29.65","29.80"," 0.00","2,144",
" 2010/04/14","7,504,602","223,688,866","29.90","30.00","29.65","29.85","+0.05","2,069",
" 2010/04/15","21,394,223","646,547,965","30.05","30.40","30.00","30.40","+0.55","5,214",
" 2010/04/16","17,742,463","536,073,440","30.50","30.55","30.00","30.05","-0.35","3,619",
" 2010/04/19","21,500,792","629,517,318","29.80","29.85","28.70","28.80","-1.25","5,723",
" 2010/04/20","18,981,693","546,182,995","29.00","29.10","28.55","28.60","-0.20","4,805",
" 2010/04/21","24,253,103","691,303,568","28.65","28.90","28.25","28.45","-0.15","6,837",
" 2010/04/22","20,435,458","574,092,235","28.35","28.35","28.00","28.10","-0.35","5,805",
" 2010/04/23","26,596,335","741,490,322","28.10","28.20","27.80","27.80","-0.30","7,923",
" 2010/04/26","18,881,125","540,631,558","28.20","28.85","28.20","28.80","+1.00","7,109",
" 2010/04/27","12,111,871","345,418,509","28.80","28.80","28.35","28.50","-0.30","3,978",
" 2010/04/28","15,041,500","423,506,092","27.90","28.35","27.90","28.20","-0.30","4,505",
" 2010/04/29","8,999,468","253,965,224","28.40","28.40","28.00","28.30","+0.10","2,725",
" 2010/04/30","10,857,648","308,926,918","28.55","28.65","28.20","28.30"," 0.00","3,463",
" 2010/05/03","12,674,436","356,335,267","28.30","28.45","27.85","28.30"," 0.00","3,154",
" 2010/05/04","22,281,524","619,047,897","28.35","28.45","27.55","27.60","-0.70","6,082",
" 2010/05/05","45,489,920","1,195,520,466","26.90","26.90","25.70","26.30","-1.30","11,866",
" 2010/05/06","26,053,082","673,938,402","26.30","26.40","25.50","25.55","-0.75","6,448",
" 2010/05/07","16,235,034","407,056,609","24.60","25.40","24.60","25.40","-0.15","4,516",
" 2010/05/10","24,236,136","641,351,276","25.50","27.10","25.50","26.60","+1.20","7,256",
" 2010/05/11","15,132,665","404,005,354","26.80","27.05","26.20","26.20","-0.40","4,324",
" 2010/05/12","6,188,234","162,983,823","26.40","26.60","26.20","26.20"," 0.00","1,674",
" 2010/05/13","9,865,013","264,709,881","26.70","27.00","26.50","26.90","+0.70","2,843",
" 2010/05/14","3,616,723","96,987,021","26.80","26.90","26.65","26.90"," 0.00","1,215",
" 2010/05/17","7,254,155","190,844,131","26.65","26.70","26.10","26.30","-0.60","2,117",
" 2010/05/18","5,774,336","152,514,651","26.40","26.55","26.25","26.45","+0.15","1,708",
" 2010/05/19","10,801,843","289,179,285","26.35","27.10","26.15","27.10","+0.65","3,487",
" 2010/05/20","12,173,885","327,463,702","27.10","27.20","26.45","26.75","-0.35","3,259",
" 2010/05/21","12,082,072","313,340,653","26.05","26.15","25.60","25.95","-0.80","3,242",
" 2010/05/24","7,058,706","187,335,008","26.00","26.80","26.00","26.60","+0.65","2,252",
" 2010/05/25","11,379,894","295,203,022","26.10","26.35","25.50","25.50","-1.10","3,881",
