"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/04/01","1,010,001","26,452,626","26.60","26.60","25.85","25.85","-1.00","491",
"2015/04/02","578,154","15,015,868","25.85","26.15","25.65","26.05","+0.20","286",
"2015/04/07","554,020","14,472,420","26.05","26.30","25.90","26.15","+0.10","248",
"2015/04/08","534,300","14,071,164","26.20","26.50","26.15","26.15"," 0.00","256",
"2015/04/09","648,280","16,982,602","26.45","26.50","25.90","25.90","-0.25","299",
"2015/04/10","663,007","17,057,080","26.00","26.15","25.50","25.50","-0.40","345",
"2015/04/13","475,005","12,142,580","25.75","25.75","25.40","25.75","+0.25","290",
"2015/04/14","301,100","7,837,904","25.75","26.30","25.75","26.20","+0.45","174",
"2015/04/15","447,600","11,620,399","26.20","26.25","25.70","25.70","-0.50","218",
"2015/04/16","538,001","14,054,727","25.95","26.30","25.80","26.25","+0.55","265",
"2015/04/17","254,000","6,571,050","25.90","26.20","25.70","25.80","-0.45","146",
"2015/04/20","363,000","9,284,950","25.80","25.90","25.20","25.50","-0.30","155",
"2015/04/21","635,538","15,989,417","25.50","25.55","24.80","24.85","-0.65","254",
"2015/04/22","584,000","14,286,250","24.50","24.80","24.35","24.35","-0.50","291",
"2015/04/23","380,600","9,299,600","24.35","24.70","24.30","24.40","+0.05","194",
"2015/04/24","279,000","6,885,350","24.50","24.90","24.50","24.70","+0.30","205",
"2015/04/27","359,025","9,018,708","24.60","25.45","24.60","25.00","+0.30","225",
"2015/04/28","242,000","6,012,100","24.90","25.00","24.60","24.80","-0.20","148",
"2015/04/29","249,000","6,219,250","24.95","25.20","24.80","24.90","+0.10","190",
"2015/04/30","326,200","8,126,300","25.00","25.15","24.50","25.05","+0.15","212",
