"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2013/09/02","8,574,145","337,348,834","39.60","39.60","39.15","39.45","-0.05","3,322",
"2013/09/03","5,948,121","233,322,069","39.50","39.60","38.90","39.20","-0.25","2,476",
"2013/09/04","7,967,742","312,396,740","39.30","39.50","38.85","39.50","+0.30","3,922",
"2013/09/05","8,306,793","329,429,708","39.65","39.75","39.55","39.70","+0.20","3,484",
"2013/09/06","7,628,096","302,882,222","39.70","39.80","39.50","39.75","+0.05","2,750",
"2013/09/09","6,661,112","263,217,408","39.35","39.80","39.30","39.75"," 0.00","3,122",
"2013/09/10","11,407,858","453,509,375","39.25","40.00","39.25","40.00","+0.25","4,737",
"2013/09/11","11,308,402","451,645,578","39.80","40.00","39.70","40.00"," 0.00","3,639",
"2013/09/12","13,013,277","526,808,793","40.40","40.75","40.25","40.70","+0.70","4,385",
"2013/09/13","7,614,540","305,602,200","40.25","40.50","40.00","40.20","-0.50","2,749",
"2013/09/14","4,174,936","165,194,076","40.00","40.15","39.40","39.40","-0.80","2,102",
"2013/09/16","13,230,201","539,964,852","39.80","41.25","39.80","41.15","+1.75","4,971",
"2013/09/17","9,948,759","405,311,395","41.00","41.00","40.50","40.80","-0.35","3,372",
"2013/09/18","8,651,107","353,777,823","41.00","41.10","40.65","40.65","-0.15","2,948",
"2013/09/23","16,665,285","693,100,521","40.80","42.05","40.80","41.90","+1.25","5,463",
"2013/09/24","8,974,942","372,547,226","41.90","42.00","41.20","41.50","-0.40","2,653",
"2013/09/25","11,014,344","456,030,108","41.80","41.80","41.05","41.70","+0.20","2,904",
"2013/09/26","11,204,628","464,900,750","41.70","41.75","41.05","41.70"," 0.00","4,235",
"2013/09/27","21,627,105","916,992,383","41.80","43.15","41.80","43.00","+1.30","6,255",
"2013/09/30","15,088,762","644,976,452","43.00","43.25","41.90","42.80","-0.20","4,359",
