"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/08/01","4,262,763","144,365,898","34.00","34.00","33.60","33.90"," 0.00","2,365",
"2016/08/02","4,293,001","146,370,667","33.90","34.40","33.85","34.40","+0.50","2,227",
"2016/08/03","6,428,564","221,607,455","33.70","34.95","33.30","34.90","+0.50","3,317",
"2016/08/04","4,434,113","152,776,627","34.90","34.90","34.10","34.50","-0.40","2,399",
"2016/08/05","5,666,704","197,560,841","34.50","35.15","34.35","34.90","+0.40","3,453",
"2016/08/08","4,043,087","141,276,456","35.00","35.10","34.65","35.00","+0.10","1,768",
"2016/08/09","4,720,704","165,037,436","34.85","35.05","34.80","35.00"," 0.00","1,929",
"2016/08/10","5,563,376","194,543,327","35.00","35.10","34.60","35.05","+0.05","2,134",
"2016/08/11","5,413,571","189,076,610","34.65","35.00","34.60","35.00","-0.05","1,579",
"2016/08/12","4,513,594","157,899,003","35.00","35.00","34.70","35.00"," 0.00","2,336",
"2016/08/15","3,067,235","107,284,221","34.95","35.00","34.75","35.00"," 0.00","1,147",
"2016/08/16","5,267,757","183,628,963","35.00","35.00","34.60","34.85","-0.15","2,708",
"2016/08/17","4,520,553","155,199,514","34.80","34.80","34.15","34.20","-0.65","2,460",
"2016/08/18","6,584,104","228,431,316","34.20","35.10","34.15","35.10","+0.90","2,447",
"2016/08/19","17,933,143","660,391,708","36.00","38.00","36.00","36.75","+1.65","6,596",
"2016/08/22","17,290,465","644,736,363","36.75","37.80","36.60","37.60","+0.85","8,097",
"2016/08/23","7,511,834","281,817,127","37.60","37.60","37.05","37.55","-0.05","3,068",
"2016/08/24","5,183,714","194,618,535","37.55","37.95","37.20","37.55"," 0.00","2,361",
"2016/08/25","7,072,822","266,403,962","37.60","37.90","37.55","37.80","+0.25","2,780",
"2016/08/26","3,825,844","143,812,526","37.80","37.80","37.45","37.60","-0.20","1,934",
"2016/08/29","7,655,978","282,516,542","37.60","37.95","36.60","36.80","-0.80","3,438",
"2016/08/30","9,750,445","354,213,742","37.05","37.05","36.10","36.25","-0.55","3,356",
"2016/08/31","8,052,267","292,598,985","36.25","36.50","36.10","36.25"," 0.00","2,758",
