"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2013/12/02","7,723,457","357,853,307","46.85","46.85","46.05","46.35","-0.50","3,472",
"2013/12/03","13,539,850","629,647,183","46.35","46.95","46.05","46.55","+0.20","4,181",
"2013/12/04","7,237,442","334,933,742","46.55","46.55","46.05","46.05","-0.50","3,578",
"2013/12/05","9,895,773","456,797,113","46.50","46.50","45.90","46.05"," 0.00","3,135",
"2013/12/06","14,838,110","668,021,938","45.60","45.90","44.35","44.35","-1.70","4,509",
"2013/12/09","9,631,208","434,558,973","45.45","45.60","44.65","44.80","+0.45","3,713",
"2013/12/10","6,858,671","307,286,236","45.00","45.00","44.50","45.00","+0.20","3,146",
"2013/12/11","8,856,314","400,080,401","45.00","45.50","44.80","45.30","+0.30","2,676",
"2013/12/12","16,715,840","766,472,921","45.50","46.60","45.10","46.40","+1.10","4,740",
"2013/12/13","7,799,294","357,471,315","46.40","46.40","45.50","45.90","-0.50","3,053",
"2013/12/16","8,686,915","392,744,007","45.60","45.70","44.95","44.95","-0.95","3,418",
"2013/12/17","6,424,053","289,997,458","45.05","45.65","44.80","44.80","-0.15","2,161",
"2013/12/18","7,343,127","330,299,475","45.45","45.45","44.50","44.95","+0.15","2,592",
"2013/12/19","7,440,883","338,317,129","45.00","45.75","45.00","45.45","+0.50","2,737",
"2013/12/20","8,380,053","383,034,594","45.45","46.00","45.20","45.65","+0.20","2,314",
"2013/12/23","8,836,751","407,351,017","45.65","46.45","45.65","45.85","+0.20","2,587",
"2013/12/24","5,734,455","260,947,422","45.80","45.85","45.35","45.40","-0.45","1,847",
"2013/12/25","4,510,725","204,654,974","45.40","45.60","45.15","45.50","+0.10","1,201",
"2013/12/26","3,703,885","169,119,638","45.50","45.85","45.35","45.65","+0.15","1,362",
"2013/12/27","6,303,721","288,235,673","45.60","46.10","45.55","45.70","+0.05","2,103",
"2013/12/30","10,441,609","482,911,010","46.00","46.60","45.75","46.60","+0.90","2,765",
"2013/12/31","5,813,398","269,599,653","46.75","46.75","45.95","46.25","-0.35","1,545",
