"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/11/01","8,491,812","311,440,001","37.00","37.15","36.30","36.60","-0.85","3,187",
"2012/11/02","12,344,320","461,227,251","37.40","37.90","36.70","37.35","+0.75","3,926",
"2012/11/05","17,054,647","649,122,324","37.35","38.35","37.30","38.10","+0.75","4,459",
"2012/11/06","12,152,844","463,849,866","38.50","38.50","37.85","38.35","+0.25","2,886",
"2012/11/07","11,660,751","448,911,074","38.55","38.65","38.25","38.50","+0.15","2,859",
"2012/11/08","7,762,059","294,208,792","38.50","38.50","37.65","38.00","-0.50","2,690",
"2012/11/09","7,916,607","297,403,887","37.90","37.90","37.35","37.65","-0.35","2,818",
"2012/11/12","4,125,198","155,778,033","37.65","38.00","37.55","37.65"," 0.00","1,703",
"2012/11/13","8,388,642","312,292,907","38.00","38.00","36.80","36.95","-0.70","3,147",
"2012/11/14","9,737,492","355,925,816","37.35","37.35","36.25","36.80","-0.15","3,009",
"2012/11/15","5,123,226","186,513,446","36.65","36.70","36.10","36.35","-0.45","1,884",
"2012/11/16","3,968,163","144,786,530","36.35","36.90","36.30","36.40","+0.05","1,426",
"2012/11/19","4,915,313","179,241,545","36.40","36.75","36.20","36.60","+0.20","1,637",
"2012/11/20","5,881,143","216,472,022","36.80","37.00","36.55","36.80","+0.20","1,866",
"2012/11/21","4,975,232","183,396,647","37.00","37.10","36.60","36.80"," 0.00","2,012",
"2012/11/22","7,487,216","271,697,383","36.80","37.00","35.90","36.15","-0.65","2,572",
"2012/11/23","9,921,846","360,996,433","36.20","36.80","36.10","36.80","+0.65","3,668",
"2012/11/26","9,035,182","331,399,805","37.00","37.15","36.40","36.80"," 0.00","3,831",
"2012/11/27","9,152,473","333,188,560","36.40","36.70","36.25","36.40","-0.40","3,249",
"2012/11/28","11,294,951","407,344,186","36.40","36.50","35.80","36.00","-0.40","3,864",
"2012/11/29","17,915,900","659,573,005","36.20","37.40","36.15","37.30","+1.30","5,639",
"2012/11/30","18,374,139","694,794,830","37.45","38.05","37.35","38.05","+0.75","5,666",
