"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/08/01","14,273,492","863,832,905","60.80","61.10","60.10","60.40","X0.00","4,911",
"2016/08/02","5,673,980","343,298,881","60.10","60.80","60.10","60.50","+0.10","2,849",
"2016/08/03","7,272,251","430,944,309","60.00","60.00","58.80","58.80","-1.70","3,802",
"2016/08/04","6,501,404","381,796,742","59.00","59.20","58.50","58.80"," 0.00","3,438",
"2016/08/05","6,376,223","375,661,106","58.90","59.20","58.60","58.80"," 0.00","2,718",
"2016/08/08","8,069,224","476,391,027","59.10","59.20","58.80","59.10","+0.30","2,740",
"2016/08/09","5,549,694","329,684,018","59.20","59.60","59.20","59.40","+0.30","2,641",
"2016/08/10","11,759,431","694,607,534","59.60","59.70","58.70","59.00","-0.40","3,679",
"2016/08/11","6,122,187","360,653,610","59.50","59.60","58.10","59.00"," 0.00","2,514",
"2016/08/12","6,462,938","381,529,530","59.00","59.20","58.70","59.00"," 0.00","3,274",
"2016/08/15","12,128,582","729,677,585","59.50","60.80","59.30","60.60","+1.60","5,366",
"2016/08/16","13,102,418","807,586,399","60.90","61.90","60.80","61.70","+1.10","4,501",
"2016/08/17","7,266,250","450,404,095","61.80","62.30","61.70","62.00","+0.30","3,746",
"2016/08/18","3,386,976","209,418,023","62.30","62.30","61.40","61.90","-0.10","1,887",
"2016/08/19","3,191,344","195,594,839","62.20","62.20","60.80","61.30","-0.60","1,586",
"2016/08/22","5,158,165","310,410,735","60.60","61.20","59.80","60.00","-1.30","2,355",
"2016/08/23","7,814,891","471,192,823","60.00","61.30","59.80","60.70","+0.70","3,372",
"2016/08/24","3,815,785","229,939,952","60.20","60.80","59.90","60.50","-0.20","2,609",
"2016/08/25","5,939,983","367,331,246","60.70","62.40","60.60","62.30","+1.80","2,921",
"2016/08/26","2,467,219","151,864,160","61.60","62.10","61.20","61.50","-0.80","1,374",
"2016/08/29","4,166,040","252,206,520","61.10","61.40","59.60","60.80","-0.70","2,155",
"2016/08/30","4,136,063","250,658,100","61.30","61.30","60.10","60.30","-0.50","2,009",
"2016/08/31","11,957,702","705,505,366","60.00","60.10","58.70","58.70","-1.60","4,755",
