"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/10/01","7,589,711","3,447,679,263","451.00","458.00","448.00","457.50","+7.00","4,779",
"2014/10/02","4,989,154","2,262,410,444","453.50","457.00","450.00","456.00","-1.50","3,207",
"2014/10/03","3,814,501","1,737,939,956","453.50","457.00","453.00","455.00","-1.00","2,632",
"2014/10/06","6,245,113","2,890,242,192","455.00","469.50","455.00","466.00","+11.00","4,658",
"2014/10/07","7,305,393","3,332,254,279","455.00","461.00","450.50","455.50","-10.50","5,356",
"2014/10/08","11,160,012","4,965,516,855","443.50","448.00","442.00","443.00","-12.50","7,208",
"2014/10/09","14,277,162","6,131,613,526","443.00","446.50","419.00","420.00","-23.00","9,849",
"2014/10/13","17,191,744","6,943,655,866","401.00","410.00","396.50","403.00","-17.00","9,745",
"2014/10/14","7,989,296","3,300,568,343","402.00","418.50","401.50","418.50","+15.50","5,306",
"2014/10/15","13,208,575","5,693,494,025","428.50","440.00","422.00","427.00","+8.50","7,911",
"2014/10/16","9,699,751","4,098,451,675","418.00","425.50","418.00","422.00","-5.00","5,725",
"2014/10/17","8,596,651","3,617,056,920","425.00","429.50","411.50","420.00","-2.00","5,431",
"2014/10/20","4,493,136","1,899,786,148","426.00","428.50","418.00","418.00","-2.00","2,867",
"2014/10/21","3,999,435","1,694,837,700","425.00","428.00","420.00","420.00","+2.00","2,793",
"2014/10/22","2,952,339","1,254,702,728","429.00","429.00","422.50","425.50","+5.50","2,213",
"2014/10/23","2,463,169","1,038,096,249","425.00","425.00","420.00","420.00","-5.50","1,891",
"2014/10/24","2,559,259","1,075,669,136","424.50","424.50","418.00","419.00","-1.00","1,930",
"2014/10/27","5,050,194","2,090,580,392","422.50","422.50","405.50","418.00","-1.00","2,821",
"2014/10/28","3,947,304","1,672,020,700","422.00","428.00","418.50","425.00","+7.00","2,851",
"2014/10/29","6,070,057","2,627,974,308","429.50","438.00","426.00","435.50","+10.50","4,503",
"2014/10/30","3,748,425","1,608,410,629","435.00","435.00","425.00","428.50","-7.00","2,642",
"2014/10/31","4,113,254","1,769,004,844","432.50","433.00","426.50","433.00","+4.50","2,472",
