"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/08/01","26,827,520","7,250,986,168","269.00","272.50","266.00","272.50","+17.50","15,259",
"2012/08/03","23,082,316","6,417,457,164","279.00","280.50","275.00","279.00","+6.50","14,615",
"2012/08/06","11,429,440","3,172,015,599","283.00","283.50","275.00","275.00","-4.00","7,531",
"2012/08/07","12,529,603","3,496,059,046","278.00","281.50","276.00","281.00","+6.00","7,961",
"2012/08/08","17,880,103","5,104,682,752","284.00","288.50","282.00","282.00","+1.00","10,746",
"2012/08/09","13,320,698","3,759,500,735","284.00","284.50","279.00","282.00"," 0.00","7,727",
"2012/08/10","13,877,832","3,969,773,288","284.00","289.00","282.50","284.00","+2.00","7,619",
"2012/08/13","19,892,086","5,807,745,698","288.00","296.00","285.50","293.50","+9.50","10,993",
"2012/08/14","11,864,766","3,455,660,970","296.00","296.00","289.00","291.00","-2.50","7,141",
"2012/08/15","15,994,770","4,616,285,480","290.00","292.00","284.00","284.50","-6.50","7,782",
"2012/08/16","11,827,318","3,429,843,356","286.00","292.50","284.00","292.00","+7.50","6,999",
"2012/08/17","11,759,730","3,459,887,320","291.00","297.50","290.50","294.50","+2.50","7,617",
"2012/08/20","10,113,222","3,006,490,290","296.00","299.50","295.00","298.00","+3.50","6,279",
"2012/08/21","16,634,979","5,028,506,171","303.00","306.00","298.50","300.00","+2.00","9,720",
"2012/08/22","10,222,169","3,084,935,547","304.00","304.50","298.50","302.50","+2.50","6,963",
"2012/08/23","22,564,237","6,918,073,079","304.00","312.00","300.50","312.00","+9.50","15,728",
"2012/08/24","24,914,690","7,862,876,040","310.00","320.00","309.00","318.00","+6.00","15,644",
"2012/08/27","10,374,348","3,286,114,664","318.00","319.00","313.00","319.00","+1.00","6,655",
"2012/08/28","10,393,917","3,275,895,438","318.50","318.50","313.00","315.00","-4.00","6,525",
"2012/08/29","14,912,832","4,737,673,408","317.00","321.00","311.50","320.00","+5.00","9,025",
"2012/08/30","10,881,442","3,468,215,172","320.00","322.00","316.50","316.50","-3.50","6,911",
"2012/08/31","10,382,362","3,311,930,978","318.00","320.00","315.50","320.00","+3.50","4,782",
