"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2013/01/02","7,946,566","2,575,130,950","324.50","325.00","322.00","325.00","+1.50","4,339",
"2013/01/03","10,653,300","3,486,607,800","327.00","329.00","325.50","326.00","+1.00","6,370",
"2013/01/04","25,593,700","7,908,017,190","308.00","314.00","304.50","305.50","-20.50","15,766",
"2013/01/07","16,313,409","4,882,966,586","301.50","302.50","295.00","301.50","-4.00","10,118",
"2013/01/08","11,383,104","3,427,338,216","300.00","303.00","299.00","302.50","+1.00","6,754",
"2013/01/09","12,477,395","3,851,030,760","303.50","312.00","302.50","312.00","+9.50","7,546",
"2013/01/10","13,070,557","4,104,614,898","317.00","317.00","310.00","314.00","+2.00","7,926",
"2013/01/11","4,438,615","1,384,173,659","315.50","315.50","310.00","312.50","-1.50","3,573",
"2013/01/14","4,955,501","1,532,966,312","312.00","312.00","306.50","312.00","-0.50","3,152",
"2013/01/15","4,612,502","1,441,305,857","314.00","314.00","311.00","311.50","-0.50","3,107",
"2013/01/16","10,431,893","3,203,473,349","314.00","314.00","301.00","309.50","-2.00","6,837",
"2013/01/17","7,357,801","2,261,937,798","306.00","310.50","306.00","307.00","-2.50","4,434",
"2013/01/18","5,509,089","1,690,606,501","308.50","310.00","304.00","309.00","+2.00","3,559",
"2013/01/21","7,687,518","2,421,315,421","312.00","318.50","310.00","316.50","+7.50","5,345",
"2013/01/22","6,284,813","2,002,192,420","319.00","320.00","315.50","318.50","+2.00","4,208",
"2013/01/23","6,536,829","2,069,256,357","318.50","318.50","316.00","317.50","-1.00","3,244",
"2013/01/24","6,480,816","2,036,290,804","316.00","319.50","313.50","319.00","+1.50","3,033",
"2013/01/25","6,979,833","2,242,350,226","320.00","324.00","317.50","322.00","+3.00","4,376",
"2013/01/28","6,492,020","2,105,710,000","325.00","326.00","322.50","325.00","+3.00","4,047",
"2013/01/29","5,592,434","1,819,203,050","328.00","328.00","323.50","325.00"," 0.00","3,780",
"2013/01/30","7,977,629","2,593,421,925","326.00","327.00","323.50","325.00"," 0.00","4,267",
"2013/01/31","9,912,193","3,181,361,339","325.00","325.00","318.00","323.00","-2.00","5,445",
