"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/03/01","8,835,997","2,681,041,343","302.00","306.50","301.00","303.50","+2.50","6,007",
"2012/03/02","19,606,547","6,134,799,305","307.00","316.50","306.50","315.00","+11.50","13,959",
"2012/03/03","11,999,392","3,796,312,361","315.00","320.00","313.00","313.00","-2.00","8,488",
"2012/03/05","11,603,478","3,641,931,702","317.00","319.50","308.00","308.00","-5.00","8,509",
"2012/03/06","12,766,657","3,970,579,798","310.00","314.00","306.00","314.00","+6.00","9,051",
"2012/03/07","19,001,074","6,043,128,958","312.00","322.00","310.00","317.50","+3.50","13,311",
"2012/03/08","12,996,014","4,104,400,981","319.00","321.00","312.00","312.00","-5.50","8,570",
"2012/03/09","11,162,461","3,486,004,871","312.00","315.00","310.00","310.00","-2.00","7,344",
"2012/03/12","8,644,186","2,653,915,544","310.00","312.50","303.00","303.00","-7.00","6,616",
"2012/03/13","7,625,572","2,327,668,145","305.00","307.50","303.00","303.50","+0.50","5,447",
"2012/03/14","9,812,417","3,021,955,102","306.00","311.00","305.50","306.00","+2.50","6,502",
"2012/03/15","16,880,703","5,292,013,849","310.00","316.00","310.00","313.50","+7.50","10,547",
"2012/03/16","9,515,358","2,952,837,338","313.00","313.50","308.00","309.00","-4.50","6,281",
"2012/03/19","6,665,920","2,047,380,360","310.00","311.00","305.00","307.00","-2.00","4,573",
"2012/03/20","8,273,394","2,543,483,064","310.00","312.00","303.00","304.00","-3.00","5,773",
"2012/03/21","8,276,963","2,503,510,436","304.50","306.50","299.50","302.50","-1.50","5,853",
"2012/03/22","9,411,592","2,830,770,951","301.00","303.50","299.00","300.00","-2.50","6,493",
"2012/03/23","11,957,853","3,539,371,694","300.00","301.00","294.00","296.00","-4.00","8,598",
"2012/03/26","7,171,468","2,131,976,996","296.00","300.00","295.00","296.00"," 0.00","5,310",
"2012/03/27","5,117,476","1,516,495,107","299.00","299.00","295.00","295.00","-1.00","3,759",
"2012/03/28","16,970,375","4,921,051,500","295.50","297.50","286.50","286.50","-8.50","11,852",
"2012/03/29","24,380,299","6,692,638,524","283.50","283.50","268.00","274.00","-12.50","16,161",
"2012/03/30","12,641,327","3,532,922,195","276.50","282.50","275.00","282.50","+8.50","8,873",
