"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/03/02","5,540,011","2,634,602,239","476.00","477.00","474.00","477.00","+4.00","3,311",
"2015/03/03","3,859,928","1,838,597,656","479.00","480.00","473.00","478.50","+1.50","2,638",
"2015/03/04","4,154,957","1,982,630,762","478.00","480.00","475.00","475.50","-3.00","2,320",
"2015/03/05","5,255,769","2,499,915,567","478.00","478.00","474.50","475.50"," 0.00","2,487",
"2015/03/06","8,090,203","3,805,487,567","470.50","473.00","467.00","470.50","-5.00","3,390",
"2015/03/09","8,322,437","3,843,382,046","465.00","467.00","459.00","460.00","-10.50","5,007",
"2015/03/10","7,335,487","3,374,147,421","456.00","462.50","456.00","460.00"," 0.00","4,174",
"2015/03/11","6,216,193","2,828,362,988","455.00","457.50","453.50","453.50","-6.50","3,656",
"2015/03/12","6,251,959","2,831,068,845","449.50","458.50","449.00","453.50"," 0.00","3,681",
"2015/03/13","6,118,848","2,760,122,752","458.00","458.00","448.00","448.00","-5.50","4,215",
"2015/03/16","13,745,775","5,996,609,759","444.50","446.00","432.00","432.00","-16.00","9,182",
"2015/03/17","13,175,993","5,676,217,440","430.00","435.00","426.00","430.00","-2.00","7,793",
"2015/03/18","9,847,469","4,302,590,984","433.00","441.50","432.00","435.50","+5.50","5,637",
"2015/03/19","6,417,172","2,796,286,057","438.00","440.50","434.00","434.00","-1.50","3,554",
"2015/03/20","10,080,757","4,394,951,809","430.00","442.00","430.00","436.00","+2.00","5,576",
"2015/03/23","7,076,225","3,101,703,775","438.50","441.00","435.50","438.50","+2.50","4,014",
"2015/03/24","11,759,317","5,253,325,199","441.00","451.00","439.00","446.00","+7.50","6,761",
"2015/03/25","9,007,853","4,017,895,021","450.00","453.00","439.50","443.00","-3.00","4,720",
"2015/03/26","11,992,919","5,248,711,920","435.00","440.50","432.00","440.00","-3.00","6,296",
"2015/03/27","15,619,099","6,675,506,535","435.00","437.00","417.50","419.00","-21.00","8,780",
"2015/03/30","9,180,913","3,842,894,960","421.50","423.00","415.50","418.00","-1.00","5,390",
"2015/03/31","7,129,938","3,016,511,660","425.00","426.50","420.00","423.50","+5.50","4,071",
