"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/07/01","5,480,417","2,770,270,085","500.00","510.00","496.50","508.00","+3.00","3,235",
"2014/07/02","11,873,010","6,127,778,150","515.00","520.00","510.00","518.00","+10.00","7,691",
"2014/07/03","18,648,783","9,930,914,215","519.00","545.00","514.00","535.00","+17.00","11,377",
"2014/07/04","9,984,282","5,272,385,486","527.00","533.00","523.00","526.00","X0.00","6,000",
"2014/07/07","8,199,695","4,297,935,055","522.00","531.00","517.00","531.00","+5.00","5,241",
"2014/07/08","3,831,606","2,009,135,332","527.00","528.00","522.00","522.00","-9.00","2,886",
"2014/07/09","3,997,788","2,080,159,972","521.00","525.00","518.00","519.00","-3.00","2,425",
"2014/07/10","6,498,289","3,356,895,835","522.00","523.00","512.00","515.00","-4.00","4,853",
"2014/07/11","7,065,631","3,569,750,873","508.00","513.00","501.00","501.00","-14.00","5,005",
"2014/07/14","8,968,375","4,458,311,765","499.50","504.00","491.00","503.00","+2.00","5,699",
"2014/07/15","6,909,667","3,445,762,476","503.00","504.00","496.00","496.00","-7.00","4,426",
"2014/07/16","8,846,686","4,440,837,614","500.00","508.00","496.50","497.00","+1.00","5,465",
"2014/07/17","5,725,893","2,844,604,538","496.00","502.00","493.00","495.00","-2.00","3,457",
"2014/07/18","4,156,804","2,087,537,912","494.00","506.00","492.50","504.00","+9.00","3,145",
"2014/07/21","6,008,920","3,076,766,440","509.00","519.00","507.00","507.00","+3.00","4,159",
"2014/07/22","4,099,417","2,106,402,755","516.00","517.00","511.00","517.00","+10.00","3,066",
"2014/07/24","4,225,416","2,186,768,008","520.00","522.00","513.00","513.00","-4.00","2,924",
"2014/07/25","5,451,703","2,784,580,661","521.00","521.00","504.00","507.00","-6.00","4,011",
"2014/07/28","4,007,063","2,028,251,689","510.00","512.00","501.00","503.00","-4.00","3,062",
"2014/07/29","6,036,837","3,013,882,163","510.00","510.00","495.50","498.00","-5.00","4,225",
"2014/07/30","4,686,941","2,347,083,382","501.00","505.00","498.00","502.00","+4.00","3,000",
"2014/07/31","21,353,631","10,128,458,003","491.00","491.00","467.50","469.00","-33.00","13,367",
