"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/05/02","21,041,752","10,618,067,760","505.00","505.00","500.00","505.00","+33.00","7,850",
"2014/05/05","15,516,697","8,065,482,721","518.00","530.00","511.00","513.00","+8.00","9,375",
"2014/05/06","8,127,715","4,153,598,335","514.00","519.00","506.00","509.00","-4.00","5,667",
"2014/05/07","7,499,058","3,853,111,986","507.00","518.00","506.00","518.00","+9.00","4,997",
"2014/05/08","8,746,241","4,529,616,392","525.00","529.00","511.00","512.00","-6.00","5,807",
"2014/05/09","4,105,011","2,094,991,166","512.00","517.00","506.00","506.00","-6.00","3,376",
"2014/05/12","8,723,317","4,340,901,732","506.00","506.00","493.00","493.50","-12.50","5,634",
"2014/05/13","10,176,441","5,031,367,622","496.00","502.00","488.00","491.50","-2.00","6,026",
"2014/05/14","6,616,484","3,298,198,716","498.00","504.00","494.00","504.00","+12.50","3,613",
"2014/05/15","3,865,930","1,946,846,930","505.00","509.00","499.50","500.00","-4.00","2,623",
"2014/05/16","7,924,441","3,910,925,382","494.50","502.00","486.50","502.00","+2.00","4,953",
"2014/05/19","6,489,246","3,219,032,470","503.00","508.00","492.00","492.00","-10.00","4,303",
"2014/05/20","5,200,149","2,572,358,785","494.50","499.00","491.00","492.00"," 0.00","3,360",
"2014/05/21","5,122,998","2,518,262,496","493.50","496.00","488.00","488.50","-3.50","3,310",
"2014/05/22","7,362,226","3,675,261,904","495.00","505.00","492.00","505.00","+16.50","5,350",
"2014/05/23","5,071,885","2,533,756,030","503.00","505.00","497.00","498.50","-6.50","3,461",
"2014/05/26","4,740,526","2,358,966,308","500.00","502.00","494.50","494.50","-4.00","3,393",
"2014/05/27","9,055,146","4,595,681,516","500.00","512.00","498.00","509.00","+14.50","5,619",
"2014/05/28","5,003,805","2,534,081,940","509.00","509.00","502.00","508.00","-1.00","3,821",
"2014/05/29","7,193,186","3,587,248,114","503.00","503.00","496.00","498.00","-10.00","4,586",
"2014/05/30","11,109,169","5,457,400,310","500.00","502.00","487.00","487.00","-11.00","7,229",
