"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/03/01","7,787,239","3,981,862,302","505.00","524.00","498.00","518.00","+13.00","5,272",
" 2010/03/02","3,975,682","2,057,344,194","523.00","523.00","515.00","516.00","-2.00","2,703",
" 2010/03/03","4,492,983","2,340,682,075","522.00","525.00","517.00","525.00","+9.00","2,555",
" 2010/03/04","2,892,579","1,500,910,185","526.00","526.00","514.00","514.00","-11.00","2,176",
" 2010/03/05","5,958,072","3,057,349,008","517.00","521.00","508.00","509.00","-5.00","3,641",
" 2010/03/08","7,914,600","4,127,718,790","516.00","528.00","515.00","528.00","+19.00","4,373",
" 2010/03/09","4,264,388","2,262,104,416","528.00","535.00","525.00","532.00","+4.00","2,886",
" 2010/03/10","4,508,537","2,412,432,906","535.00","538.00","532.00","538.00","+6.00","2,766",
" 2010/03/11","5,245,270","2,847,837,150","543.00","546.00","537.00","546.00","+8.00","3,545",
" 2010/03/12","3,782,630","2,038,717,070","546.00","546.00","536.00","538.00","-8.00","2,384",
" 2010/03/15","4,206,016","2,236,637,680","536.00","539.00","528.00","530.00","-8.00","2,408",
" 2010/03/16","3,287,047","1,750,466,207","535.00","536.00","531.00","532.00","+2.00","2,167",
" 2010/03/17","5,552,404","3,025,188,180","538.00","548.00","537.00","547.00","+15.00","3,854",
" 2010/03/18","5,764,825","3,136,749,695","546.00","547.00","540.00","541.00","-6.00","3,106",
" 2010/03/19","4,125,689","2,231,913,371","544.00","546.00","538.00","539.00","-2.00","2,830",
" 2010/03/22","3,026,975","1,610,335,750","538.00","539.00","528.00","530.00","-9.00","2,231",
" 2010/03/23","8,940,860","4,684,744,920","532.00","535.00","516.00","519.00","-11.00","4,576",
" 2010/03/24","3,776,279","1,971,502,959","523.00","525.00","520.00","520.00","+1.00","2,317",
" 2010/03/25","5,665,167","3,002,148,495","523.00","538.00","520.00","535.00","+15.00","3,436",
" 2010/03/26","12,132,926","6,653,209,782","533.00","560.00","533.00","560.00","+25.00","7,612",
" 2010/03/29","5,837,671","3,253,013,076","560.00","562.00","552.00","558.00","-2.00","3,631",
" 2010/03/30","3,900,707","2,151,786,850","556.00","556.00","547.00","550.00","-8.00","2,630",
" 2010/03/31","5,792,417","3,208,258,350","550.00","558.00","548.00","551.00","+1.00","2,880",
