"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/11/01","6,230,518","2,018,258,087","323.50","327.50","320.00","326.50","+2.00","4,015",
"2012/11/02","5,831,743","1,899,746,232","328.00","328.50","321.50","325.00","-1.50","4,025",
"2012/11/05","6,865,161","2,193,939,376","324.00","325.00","316.50","318.00","-7.00","4,802",
"2012/11/06","13,910,353","4,324,907,930","320.00","320.00","306.00","310.00","-8.00","9,235",
"2012/11/07","10,542,826","3,293,719,830","310.00","315.50","305.00","315.00","+5.00","6,888",
"2012/11/08","10,427,057","3,293,082,069","313.00","319.00","311.00","317.00","+2.00","5,797",
"2012/11/09","10,207,151","3,295,048,575","317.00","326.00","316.00","325.00","+8.00","6,900",
"2012/11/12","4,716,822","1,526,904,184","328.00","328.00","321.00","322.00","-3.00","3,588",
"2012/11/13","7,528,230","2,431,241,600","324.00","327.50","320.00","320.00","-2.00","4,849",
"2012/11/14","8,942,036","2,825,346,648","320.50","320.50","311.00","318.00","-2.00","6,398",
"2012/11/15","6,287,657","1,996,019,426","317.00","319.50","313.50","318.00"," 0.00","4,378",
"2012/11/16","5,756,312","1,825,489,780","316.50","320.50","315.00","315.00","-3.00","4,486",
"2012/11/19","4,680,078","1,467,640,336","315.00","318.50","311.00","312.00","-3.00","3,286",
"2012/11/20","6,586,322","2,041,167,810","314.00","315.00","306.50","308.00","-4.00","4,576",
"2012/11/21","6,002,976","1,852,042,014","305.00","311.00","303.00","310.50","+2.50","4,245",
"2012/11/22","3,594,068","1,125,809,284","314.00","315.00","311.00","313.00","+2.50","2,583",
"2012/11/23","6,809,643","2,171,639,917","316.00","321.00","315.00","320.00","+7.00","4,571",
"2012/11/26","7,788,690","2,528,483,560","322.00","326.00","322.00","325.00","+5.00","5,046",
"2012/11/27","4,947,999","1,608,761,676","326.50","327.50","323.50","324.50","-0.50","3,693",
"2012/11/28","3,869,865","1,246,787,595","322.00","324.50","320.50","324.00","-0.50","2,870",
"2012/11/29","8,273,444","2,706,372,688","327.00","329.50","325.00","327.50","+3.50","5,240",
"2012/11/30","14,160,064","4,704,535,620","330.00","334.50","328.50","330.50","+3.00","8,607",
