"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2013/05/02","7,772,148","2,805,154,770","362.00","366.00","354.00","366.00","+6.00","5,628",
"2013/05/03","5,951,839","2,178,980,235","367.50","368.00","363.50","366.50","+0.50","4,311",
"2013/05/06","7,969,214","2,962,402,394","369.00","373.50","369.00","372.50","+6.00","5,472",
"2013/05/07","16,184,016","6,053,556,500","375.50","380.00","368.50","371.00","-1.50","8,255",
"2013/05/08","12,405,469","4,656,467,956","373.50","379.50","373.50","376.00","+5.00","6,474",
"2013/05/09","6,407,307","2,408,170,818","380.00","380.00","374.00","375.00","-1.00","3,679",
"2013/05/10","7,354,717","2,724,103,678","375.00","375.00","367.50","369.00","-6.00","4,660",
"2013/05/13","4,305,082","1,584,146,258","366.50","370.00","366.50","369.00"," 0.00","2,879",
"2013/05/14","2,896,603","1,067,998,301","370.50","372.00","367.00","367.00","-2.00","2,305",
"2013/05/15","4,414,714","1,626,186,552","367.00","370.50","366.00","367.50","+0.50","2,591",
"2013/05/16","7,973,585","2,990,518,290","370.00","378.00","370.00","374.00","+6.50","5,432",
"2013/05/17","9,466,982","3,594,539,196","377.00","382.00","377.00","379.00","+5.00","6,155",
"2013/05/20","4,811,488","1,834,181,178","380.00","383.50","378.50","378.50","-0.50","3,344",
"2013/05/21","4,797,849","1,820,536,468","380.00","382.50","376.00","377.50","-1.00","3,583",
"2013/05/22","7,879,771","3,010,533,611","382.50","385.00","380.00","382.00","+4.50","4,192",
"2013/05/23","10,698,605","4,002,986,850","377.00","379.00","370.00","370.00","-12.00","6,754",
"2013/05/24","9,881,413","3,591,516,332","370.00","372.00","359.00","363.00","-7.00","6,819",
"2013/05/27","5,149,656","1,853,355,816","362.50","362.50","358.00","360.00","-3.00","3,321",
"2013/05/28","4,479,434","1,625,890,542","360.00","365.00","360.00","363.00","+3.00","3,177",
"2013/05/29","4,213,972","1,533,207,308","365.50","365.50","362.50","364.00","+1.00","2,629",
"2013/05/30","4,850,047","1,754,298,469","364.00","364.50","359.00","361.50","-2.50","3,285",
"2013/05/31","9,909,940","3,644,398,180","366.00","372.00","363.00","372.00","+10.50","5,151",
