"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/11/01","14,517,968","5,681,196,351","380.00","399.00","380.00","393.50","+8.50","10,631",
" 2010/11/02","15,188,732","5,849,656,416","388.00","391.00","380.00","387.50","-6.00","9,855",
" 2010/11/03","13,680,862","5,365,303,105","390.00","397.00","385.00","393.00","+5.50","9,644",
" 2010/11/04","12,689,578","5,118,550,356","397.00","408.00","396.00","402.00","+9.00","9,561",
" 2010/11/05","14,874,643","5,946,621,914","408.00","408.00","396.00","396.00","-6.00","8,670",
" 2010/11/08","10,593,329","4,100,101,931","391.00","393.00","385.00","385.00","-11.00","7,864",
" 2010/11/09","6,257,133","2,415,211,125","385.00","391.00","382.00","382.50","-2.50","4,934",
" 2010/11/10","6,593,788","2,521,353,311","384.50","385.00","380.50","381.00","-1.50","4,736",
" 2010/11/11","6,450,484","2,475,436,856","381.00","387.00","381.00","382.00","+1.00","4,780",
" 2010/11/12","6,552,489","2,484,395,521","381.00","381.50","376.50","378.00","-4.00","4,830",
" 2010/11/15","4,657,187","1,775,267,505","378.00","384.00","378.00","380.00","+2.00","3,377",
" 2010/11/16","8,804,433","3,417,109,638","382.00","393.00","382.00","385.00","+5.00","6,534",
" 2010/11/17","5,558,852","2,132,940,425","383.00","387.00","381.00","383.00","-2.00","4,105",
" 2010/11/18","7,465,262","2,813,402,346","385.00","387.00","380.00","380.50","-2.50","4,543",
" 2010/11/19","8,365,721","3,217,243,469","382.00","388.00","381.00","382.50","+2.00","6,142",
" 2010/11/22","11,764,899","4,572,522,401","384.00","396.00","381.50","396.00","+13.50","8,735",
" 2010/11/23","24,229,974","9,779,382,600","398.00","410.00","398.00","399.00","+3.00","16,489",
" 2010/11/24","12,048,520","4,845,372,020","399.00","405.00","399.00","400.00","+1.00","7,764",
" 2010/11/25","9,713,015","3,872,648,451","403.00","404.00","395.00","397.00","-3.00","7,320",
" 2010/11/26","10,175,815","4,090,295,030","402.00","406.00","398.00","398.00","+1.00","7,537",
" 2010/11/29","7,727,602","3,068,600,994","401.00","403.50","395.00","395.00","-3.00","5,691",
" 2010/11/30","9,800,778","3,877,468,032","396.00","401.50","390.50","390.50","-4.50","6,669",
