"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2013/10/01","4,869,086","1,786,363,740","365.50","368.50","365.00","365.50"," 0.00","3,053",
"2013/10/02","5,643,635","2,086,026,560","369.00","371.50","368.00","368.00","+2.50","3,446",
"2013/10/03","13,867,697","5,192,124,996","370.50","378.00","369.50","376.00","+8.00","7,832",
"2013/10/04","9,201,700","3,480,387,100","377.00","379.50","376.50","379.50","+3.50","5,044",
"2013/10/07","6,525,277","2,464,993,901","380.00","382.00","373.00","373.00","-6.50","4,449",
"2013/10/08","7,733,045","2,927,561,010","374.50","381.00","374.00","378.50","+5.50","5,053",
"2013/10/09","8,450,230","3,210,821,400","381.00","382.00","376.50","382.00","+3.50","5,058",
"2013/10/11","8,524,086","3,285,701,364","386.50","387.50","383.50","384.50","+2.50","4,891",
"2013/10/14","6,062,202","2,324,779,366","387.00","387.00","380.00","384.50"," 0.00","3,476",
"2013/10/15","11,044,214","4,316,472,888","388.00","394.00","385.50","394.00","+9.50","6,606",
"2013/10/16","8,601,439","3,384,285,020","395.00","397.50","388.50","389.50","-4.50","5,139",
"2013/10/17","6,226,259","2,444,221,528","394.00","396.00","390.00","394.00","+4.50","3,726",
"2013/10/18","3,542,514","1,396,832,226","396.50","396.50","393.00","395.00","+1.00","2,406",
"2013/10/21","4,880,915","1,911,630,265","397.00","397.00","389.50","391.50","-3.50","3,283",
"2013/10/22","6,000,460","2,325,887,651","388.00","391.50","385.00","391.50"," 0.00","3,751",
"2013/10/23","6,235,720","2,458,006,180","393.00","397.00","391.50","396.00","+4.50","3,642",
"2013/10/24","4,775,450","1,874,753,350","395.00","395.00","391.50","394.00","-2.00","3,004",
"2013/10/25","3,203,284","1,249,194,075","391.00","394.00","388.00","388.50","-5.50","2,285",
"2013/10/28","2,991,238","1,169,824,558","388.50","393.50","387.50","391.00","+2.50","2,145",
"2013/10/29","4,249,150","1,673,836,600","391.50","396.00","390.00","395.00","+4.00","2,755",
"2013/10/30","4,108,433","1,623,245,299","397.00","398.50","392.50","395.00"," 0.00","2,967",
"2013/10/31","8,137,190","3,241,599,000","396.50","402.00","394.00","402.00","+7.00","5,337",
