"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/11/03","292,051","29,936,702","102.50","103.00","101.50","102.50"," 0.00","219",
"2014/11/04","221,695","22,637,890","102.50","102.50","101.00","102.50"," 0.00","173",
"2014/11/05","167,220","17,060,220","102.50","103.00","101.50","102.00","-0.50","124",
"2014/11/06","443,942","45,326,584","102.00","102.50","101.50","102.50","+0.50","263",
"2014/11/07","258,500","26,066,500","102.50","102.50","100.00","100.00","-2.50","184",
"2014/11/10","330,973","33,924,746","101.50","103.00","101.50","102.50","+2.50","282",
"2014/11/11","986,876","103,101,604","103.00","105.50","102.50","104.50","+2.00","706",
"2014/11/12","271,776","28,295,704","105.00","105.00","103.00","104.50"," 0.00","239",
"2014/11/13","399,850","40,900,700","105.00","105.00","101.00","101.50","-3.00","298",
"2014/11/14","198,207","20,213,114","102.50","103.00","101.50","102.00","+0.50","158",
"2014/11/17","364,499","36,510,100","101.50","102.00","99.70","99.70","-2.30","288",
"2014/11/18","236,068","23,505,532","100.00","101.00","98.90","99.60","-0.10","210",
"2014/11/19","575,579","58,375,367","99.60","102.50","99.60","102.00","+2.40","404",
"2014/11/20","196,584","19,969,068","102.00","102.00","101.00","102.00"," 0.00","177",
"2014/11/21","323,593","32,456,221","102.00","102.50","99.80","100.00","-2.00","282",
"2014/11/24","289,404","28,880,557","100.50","100.50","99.20","100.00"," 0.00","198",
"2014/11/25","670,793","68,539,176","100.50","103.00","99.30","103.00","+3.00","323",
"2014/11/26","403,469","40,989,132","102.00","102.50","101.00","101.00","-2.00","293",
"2014/11/27","323,610","32,893,720","101.50","102.50","101.00","102.00","+1.00","270",
"2014/11/28","309,936","31,447,536","103.00","103.00","100.50","101.50","-0.50","217",
