"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/08/01","520,610","42,915,078","81.40","83.00","80.60","82.50","+1.50","409",
"2012/08/03","651,043","53,124,883","82.50","82.50","80.80","81.00","-1.50","519",
"2012/08/06","625,423","51,708,226","83.00","83.40","81.60","82.50","+1.50","338",
"2012/08/07","927,702","77,135,881","83.50","83.80","82.50","83.00","+0.50","643",
"2012/08/08","829,475","68,420,368","83.20","83.30","81.50","81.50","-1.50","548",
"2012/08/09","754,493","61,959,627","82.00","82.80","81.70","82.00","+0.50","591",
"2012/08/10","415,017","34,468,202","83.50","83.50","82.70","83.00","+1.00","292",
"2012/08/13","218,574","18,103,625","83.30","83.30","82.30","82.90","-0.10","180",
"2012/08/14","521,333","43,058,106","83.00","83.20","81.90","82.40","-0.50","398",
"2012/08/15","494,536","40,576,752","82.50","82.50","81.60","82.00","-0.40","384",
"2012/08/16","474,949","38,831,518","82.00","82.00","81.40","82.00"," 0.00","331",
"2012/08/17","348,495","28,469,595","82.50","82.50","81.20","81.70","-0.30","273",
"2012/08/20","240,449","19,536,169","81.50","81.50","80.80","81.50","-0.20","141",
"2012/08/21","398,924","32,385,425","81.50","82.00","80.80","81.20","-0.30","292",
"2012/08/22","474,608","38,065,120","81.00","81.00","79.90","80.10","-1.10","345",
"2012/08/23","365,383","29,137,840","79.90","80.60","79.40","80.00","-0.10","236",
"2012/08/24","325,438","25,795,730","79.60","79.80","79.00","79.20","-0.80","258",
"2012/08/27","200,511","15,964,221","79.80","80.20","79.10","79.80","+0.60","158",
"2012/08/28","166,480","13,173,820","79.30","79.60","79.00","79.00","-0.80","150",
"2012/08/29","809,860","62,975,880","78.50","79.10","76.70","77.50","-1.50","652",
"2012/08/30","461,411","36,107,437","78.10","78.50","77.90","78.10","+0.60","402",
"2012/08/31","151,791","11,953,170","78.40","79.00","78.40","78.60","+0.50","125",
