"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/05/02","408,200","34,240,299","83.70","84.50","83.50","84.00","+0.30","289",
"2018/05/03","570,947","47,761,695","84.00","84.70","83.20","83.40","-0.60","421",
"2018/05/04","439,099","36,404,144","83.00","83.20","82.60","82.90","-0.50","361",
"2018/05/07","310,565","25,818,986","83.60","83.60","82.90","83.30","+0.40","278",
"2018/05/08","201,500","16,792,798","83.50","83.70","83.00","83.70","+0.40","162",
"2018/05/09","187,778","15,691,513","83.70","83.70","83.40","83.60","-0.10","158",
"2018/05/10","579,759","48,200,320","83.60","83.60","83.00","83.00","-0.60","366",
"2018/05/11","292,824","24,301,255","83.00","83.20","82.80","83.20","+0.20","204",
"2018/05/14","269,210","22,370,740","83.20","83.50","82.80","83.50","+0.30","217",
"2018/05/15","218,518","18,220,012","83.50","83.70","83.10","83.20","-0.30","174",
"2018/05/16","243,000","20,226,600","83.10","83.70","83.10","83.10","-0.10","164",
"2018/05/17","290,788","24,316,756","83.50","83.80","83.30","83.70","+0.60","249",
"2018/05/18","350,627","29,420,629","83.80","84.30","83.60","83.60","-0.10","270",
"2018/05/21","213,670","17,988,750","84.10","84.50","84.00","84.30","+0.70","187",
"2018/05/22","465,810","39,351,823","84.30","84.80","84.20","84.40","+0.10","321",
"2018/05/23","296,502","25,121,470","84.60","85.00","84.30","84.90","+0.50","241",
"2018/05/24","257,425","21,904,352","85.20","85.30","84.90","85.00","+0.10","198",
"2018/05/25","228,866","19,483,382","85.40","85.40","85.00","85.10","+0.10","160",
"2018/05/28","243,444","20,825,993","86.00","86.00","85.10","85.80","+0.70","192",
"2018/05/29","377,839","32,341,098","85.80","85.90","85.20","85.70","-0.10","307",
"2018/05/30","621,171","52,837,152","85.60","85.60","84.70","84.80","-0.90","396",
"2018/05/31","525,500","44,979,149","85.00","85.90","85.00","85.90","+1.10","270",
