"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/08/01","463,374","44,151,630","94.60","96.50","94.50","95.00","-0.70","380",
"2016/08/02","256,729","24,373,263","95.70","95.70","94.60","94.80","-0.20","233",
"2016/08/03","559,342","52,981,817","95.00","95.20","93.70","95.20","+0.40","370",
"2016/08/04","200,588","18,895,945","94.30","95.00","93.90","94.20","-1.00","173",
"2016/08/05","339,924","32,419,432","95.00","95.60","94.80","95.50","+1.30","271",
"2016/08/08","404,344","38,238,280","95.50","95.90","94.00","95.00","-0.50","330",
"2016/08/09","394,110","37,854,314","94.50","97.50","94.50","97.00","+2.00","316",
"2016/08/10","449,144","42,902,534","96.00","96.40","94.90","96.00","-1.00","384",
"2016/08/11","395,141","37,430,795","95.80","95.80","94.10","95.20","-0.80","316",
"2016/08/12","296,105","28,196,875","95.30","95.60","94.60","95.30","+0.10","250",
"2016/08/15","201,496","19,411,264","95.80","96.80","95.20","96.70","+1.40","172",
"2016/08/16","261,531","25,131,980","95.60","96.80","94.70","96.80","+0.10","214",
"2016/08/17","261,635","25,017,940","96.00","96.50","95.10","95.80","-1.00","231",
"2016/08/18","175,407","16,631,544","95.20","95.30","94.60","94.80","-1.00","169",
"2016/08/19","328,687","31,073,152","95.10","95.50","94.20","94.40","-0.40","258",
"2016/08/22","148,049","13,955,309","94.40","94.70","93.90","94.00","-0.40","133",
"2016/08/23","539,102","50,148,593","93.30","93.70","92.60","93.70","-0.30","462",
"2016/08/24","540,916","49,923,736","93.00","93.30","91.80","92.00","-1.70","518",
"2016/08/25","666,819","61,029,348","91.80","92.20","91.10","91.80","-0.20","603",
"2016/08/26","254,799","23,463,285","91.80","92.40","91.60","92.20","+0.40","255",
"2016/08/29","435,910","39,881,727","92.20","92.40","90.60","91.60","-0.60","389",
"2016/08/30","342,829","31,512,849","91.10","92.30","91.10","91.90","+0.30","338",
"2016/08/31","463,772","42,539,442","91.60","92.30","91.50","91.50","-0.40","355",
