"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/08/01","316,250","24,481,898","77.50","77.50","77.20","77.50"," 0.00","240",
"2018/08/02","412,111","31,775,901","77.50","77.50","77.00","77.00","-0.50","318",
"2018/08/03","402,475","31,059,387","77.10","77.40","77.00","77.10","+0.10","217",
"2018/08/06","284,167","21,965,006","77.20","77.50","77.10","77.40","+0.30","225",
"2018/08/07","262,240","20,283,494","77.60","77.70","77.10","77.70","+0.30","210",
"2018/08/08","146,035","11,397,541","77.80","78.20","77.80","78.10","+0.40","117",
"2018/08/09","117,100","9,132,560","78.10","78.10","77.80","77.90","-0.20","102",
"2018/08/10","382,920","29,786,220","78.20","78.20","77.30","77.30","-0.60","267",
"2018/08/13","691,300","52,894,320","77.30","77.30","76.00","76.60","-0.70","456",
"2018/08/14","310,099","23,640,841","76.60","76.60","76.10","76.20","-0.40","266",
"2018/08/15","363,330","27,523,810","76.10","76.10","75.60","75.60","-0.60","298",
"2018/08/16","456,999","34,235,723","75.50","75.50","74.60","75.00","-0.60","391",
"2018/08/17","270,220","20,228,139","75.20","75.30","74.50","74.90","-0.10","224",
"2018/08/20","283,882","21,197,135","74.90","74.90","74.50","74.90"," 0.00","225",
"2018/08/21","333,986","24,930,944","75.00","75.00","74.30","75.00","+0.10","279",
"2018/08/22","429,140","31,926,700","75.00","75.00","74.20","74.40","-0.60","356",
"2018/08/23","368,507","27,336,570","74.40","74.60","74.00","74.40"," 0.00","270",
"2018/08/24","187,335","13,882,687","74.40","74.60","73.80","74.30","-0.10","154",
"2018/08/27","189,814","14,057,768","74.30","74.30","73.80","74.20","-0.10","167",
"2018/08/28","216,432","16,088,900","74.30","74.80","73.90","74.80","+0.60","152",
"2018/08/29","304,174","22,703,667","74.80","74.90","74.40","74.80"," 0.00","230",
"2018/08/30","166,470","12,453,823","75.00","75.00","74.60","74.70","-0.10","144",
"2018/08/31","231,880","17,265,127","74.70","74.80","74.30","74.30","-0.40","179",
