"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/11/01","667,100","48,816,459","73.50","74.60","72.20","74.50","+1.00","477",
"2012/11/02","831,192","61,383,667","74.20","74.80","73.30","73.30","-1.20","598",
"2012/11/05","373,704","27,543,213","73.30","74.30","73.20","74.00","+0.70","315",
"2012/11/06","148,424","10,987,588","74.20","74.50","73.50","74.50","+0.50","143",
"2012/11/07","183,965","13,706,076","74.60","74.90","74.20","74.90","+0.40","156",
"2012/11/08","379,062","28,195,118","74.50","74.70","73.90","74.50","-0.40","328",
"2012/11/09","441,707","32,984,267","74.00","75.60","73.60","74.50"," 0.00","363",
"2012/11/12","305,079","22,651,668","75.00","75.00","73.90","74.30","-0.20","201",
"2012/11/13","322,125","23,593,336","74.00","74.20","73.00","73.00","-1.30","286",
"2012/11/14","210,677","15,567,060","74.50","74.50","73.10","73.80","+0.80","202",
"2012/11/15","293,159","21,608,066","73.20","74.50","72.50","73.80"," 0.00","231",
"2012/11/16","267,978","19,722,683","73.20","74.20","73.20","73.60","-0.20","171",
"2012/11/19","291,918","21,628,620","73.70","74.50","73.70","74.10","+0.50","225",
"2012/11/20","237,329","17,593,880","74.80","74.80","73.80","74.20","+0.10","158",
"2012/11/21","293,070","21,572,880","74.40","74.40","73.20","73.30","-0.90","184",
"2012/11/22","132,782","9,731,296","73.00","73.80","73.00","73.40","+0.10","83",
"2012/11/23","563,266","42,099,350","73.80","75.30","73.50","75.20","+1.80","478",
"2012/11/26","317,883","24,113,616","75.50","76.40","75.20","76.00","+0.80","270",
"2012/11/27","351,349","26,795,485","76.20","76.70","75.90","75.90","-0.10","266",
"2012/11/28","591,893","44,517,406","75.20","75.60","74.80","75.60","-0.30","253",
"2012/11/29","556,406","42,449,573","75.80","76.70","75.60","76.10","+0.50","495",
"2012/11/30","892,442","69,249,760","76.50","78.50","76.50","78.50","+2.40","672",
