"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/12/01","741,992","64,459,197","87.20","87.40","85.60","87.00","-0.40","695",
"2016/12/02","596,440","51,838,847","87.00","88.20","86.00","86.50","-0.50","540",
"2016/12/05","342,092","29,350,112","87.30","87.30","85.20","86.00","-0.50","288",
"2016/12/06","408,908","35,548,738","86.80","87.40","86.30","87.00","+1.00","369",
"2016/12/07","194,028","16,837,423","86.90","87.30","86.40","86.80","-0.20","175",
"2016/12/08","217,175","18,880,825","87.40","87.40","86.70","86.80"," 0.00","204",
"2016/12/09","248,362","21,662,149","87.30","87.70","86.90","87.20","+0.40","210",
"2016/12/12","391,737","33,750,059","87.20","87.30","85.20","85.50","-1.70","347",
"2016/12/13","241,660","20,668,026","84.70","86.20","84.70","85.30","-0.20","226",
"2016/12/14","208,130","17,947,510","85.50","86.70","85.50","86.50","+1.20","191",
"2016/12/15","212,457","18,348,721","86.50","86.90","85.50","86.70","+0.20","172",
"2016/12/16","360,501","30,962,434","87.00","87.00","85.40","85.40","-1.30","294",
"2016/12/19","87,300","7,486,200","85.40","86.00","85.40","85.60","+0.20","75",
"2016/12/20","293,104","24,859,432","85.70","85.70","84.20","84.70","-0.90","254",
"2016/12/21","175,805","14,926,248","85.30","85.30","84.60","84.60","-0.10","159",
"2016/12/22","210,668","17,891,148","84.60","85.30","84.60","84.80","+0.20","201",
"2016/12/23","256,500","21,650,800","84.60","85.10","84.00","84.00","-0.80","165",
"2016/12/26","80,202","6,800,870","84.00","85.00","84.00","84.90","+0.90","72",
"2016/12/27","72,420","6,137,158","85.20","85.20","84.50","84.60","-0.30","60",
"2016/12/28","75,521","6,402,131","84.60","85.00","84.60","84.70","+0.10","76",
"2016/12/29","221,531","18,802,768","84.70","85.30","84.70","84.70"," 0.00","191",
"2016/12/30","201,361","17,145,793","84.70","85.50","84.70","85.20","+0.50","170",
