"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/11/01","470,500","30,460,299","64.50","65.40","64.10","65.40","+0.80","380",
"2018/11/02","307,701","20,291,305","65.40","66.20","65.40","66.00","+0.60","257",
"2018/11/05","415,627","27,836,336","66.00","67.80","66.00","67.80","+1.80","341",
"2018/11/06","414,450","28,136,325","67.80","68.50","67.50","67.70","-0.10","309",
"2018/11/07","138,070","9,334,495","67.50","67.80","67.50","67.70"," 0.00","113",
"2018/11/08","325,475","22,235,486","68.10","68.50","68.10","68.30","+0.60","224",
"2018/11/09","375,145","25,148,405","68.00","68.00","66.80","67.50","-0.80","247",
"2018/11/12","200,300","13,535,200","67.50","67.90","67.30","67.60","+0.10","164",
"2018/11/13","413,147","27,629,621","66.80","67.20","66.60","66.70","-0.90","296",
"2018/11/14","455,822","31,117,140","66.70","69.00","66.70","68.30","+1.60","374",
"2018/11/15","571,241","39,345,699","69.00","69.10","68.70","69.00","+0.70","440",
"2018/11/16","304,564","21,097,764","69.30","69.50","69.00","69.50","+0.50","264",
"2018/11/19","398,695","27,991,625","69.80","70.50","69.70","70.40","+0.90","280",
"2018/11/20","216,230","15,098,900","70.20","70.20","69.60","69.70","-0.70","180",
"2018/11/21","365,744","25,569,580","69.60","70.30","69.30","70.00","+0.30","249",
"2018/11/22","267,300","18,778,620","70.00","70.50","70.00","70.40","+0.40","197",
"2018/11/23","169,423","11,827,139","70.30","70.30","69.50","69.90","-0.50","145",
"2018/11/26","197,000","13,753,600","70.00","71.00","69.00","69.30","-0.60","168",
"2018/11/27","224,000","15,490,500","69.50","70.20","68.80","69.20","-0.10","197",
"2018/11/28","286,000","19,890,000","69.50","70.10","69.10","69.80","+0.60","256",
"2018/11/29","384,822","26,836,292","70.30","70.40","69.40","69.60","-0.20","283",
"2018/11/30","447,844","30,864,349","70.00","70.10","68.20","68.20","-1.40","291",
