"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2017/07/03","1,262,747","120,781,279","96.00","96.10","95.00","95.20","X0.00","609",
"2017/07/04","494,143","46,900,985","95.30","95.60","94.50","94.50","-0.70","393",
"2017/07/05","623,300","58,259,248","94.50","94.80","92.70","94.00","-0.50","499",
"2017/07/06","423,078","39,466,292","94.00","94.00","93.00","93.50","-0.50","369",
"2017/07/07","249,997","23,373,215","93.50","93.90","93.10","93.70","+0.20","236",
"2017/07/10","157,539","14,762,549","94.00","94.00","93.30","93.40","-0.30","130",
"2017/07/11","248,092","23,450,592","93.90","94.90","93.80","94.50","+1.10","217",
"2017/07/12","416,626","39,353,070","94.50","95.10","93.80","95.10","+0.60","345",
"2017/07/13","275,575","26,212,726","95.20","95.50","94.60","94.80","-0.30","251",
"2017/07/14","279,577","26,387,126","95.20","95.30","94.10","94.40","-0.40","206",
"2017/07/17","229,754","21,532,576","94.40","94.40","93.50","94.00","-0.40","222",
"2017/07/18","178,343","16,705,342","94.00","94.00","93.30","93.60","-0.40","168",
"2017/07/19","440,001","41,107,090","93.60","93.90","93.10","93.20","-0.40","346",
"2017/07/20","165,500","15,443,099","93.50","93.50","93.10","93.20"," 0.00","147",
"2017/07/21","384,743","35,725,046","93.20","93.30","92.70","92.70","-0.50","248",
"2017/07/24","209,368","19,383,185","92.70","93.00","92.10","92.70"," 0.00","186",
"2017/07/25","238,026","21,922,492","93.20","93.20","91.90","92.00","-0.70","207",
"2017/07/26","378,641","34,748,092","92.00","92.60","91.10","91.10","-0.90","302",
"2017/07/27","616,467","55,904,288","91.20","91.20","90.50","90.70","-0.40","511",
"2017/07/28","431,387","38,994,459","91.00","91.10","90.00","90.00","-0.70","341",
"2017/07/31","808,230","72,112,850","90.60","90.60","88.30","89.50","-0.50","652",
