"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/05/03","3,975,421","250,008,379","63.80","64.00","62.50","62.70","-0.50","1,633",
"2016/05/04","8,063,666","495,724,261","62.40","62.50","60.20","60.60","-2.10","3,170",
"2016/05/05","8,684,399","525,442,365","61.20","61.30","59.90","60.50","-0.10","4,039",
"2016/05/06","9,239,559","554,753,898","60.00","60.60","59.60","60.20","-0.30","3,334",
"2016/05/09","7,177,367","440,778,917","60.60","62.10","60.20","61.50","+1.30","3,300",
"2016/05/10","6,802,191","418,422,396","61.10","62.20","60.60","61.90","+0.40","2,656",
"2016/05/11","6,246,836","383,403,315","62.40","62.40","60.50","61.70","-0.20","2,922",
"2016/05/12","2,916,397","179,165,745","60.60","61.80","60.60","61.40","-0.30","1,718",
"2016/05/13","9,343,310","559,830,000","60.70","61.00","59.50","59.50","-1.90","4,708",
"2016/05/16","4,459,347","266,218,949","59.50","60.00","59.40","59.70","+0.20","2,415",
"2016/05/17","6,163,305","364,870,669","59.70","60.00","58.60","59.40","-0.30","3,166",
"2016/05/18","6,116,645","362,128,798","59.00","59.50","58.60","59.30","-0.10","3,047",
"2016/05/19","7,211,860","425,490,064","59.10","59.50","58.70","59.40","+0.10","3,375",
"2016/05/20","6,070,618","360,385,326","59.40","59.70","59.20","59.20","-0.20","2,535",
"2016/05/23","5,239,557","315,771,889","59.00","61.20","58.60","60.80","+1.60","2,151",
"2016/05/24","3,800,158","229,672,438","60.90","61.10","60.20","60.30","-0.50","1,995",
"2016/05/25","4,661,270","284,005,194","61.00","61.30","60.30","61.10","+0.80","2,751",
"2016/05/26","2,481,238","151,011,735","60.80","61.10","60.70","60.70","-0.40","1,575",
"2016/05/27","4,009,328","244,264,127","61.00","61.80","60.70","60.80","+0.10","2,056",
"2016/05/30","4,169,229","256,823,189","61.00","62.20","60.80","61.90","+1.10","2,385",
"2016/05/31","13,361,755","827,431,560","61.10","62.20","61.10","62.20","+0.30","3,080",
