"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2011/11/01","7,118,404","221,787,754","30.90","31.40","30.75","31.25","+0.35","2,376",
"2011/11/02","9,154,785","281,852,910","30.90","31.00","30.50","31.00","-0.25","2,603",
"2011/11/03","9,319,118","280,674,240","30.90","30.90","29.75","29.90","-1.10","3,381",
"2011/11/04","9,577,326","296,240,582","30.50","31.25","30.30","31.00","+1.10","3,199",
"2011/11/07","6,533,062","197,691,062","30.20","30.70","30.05","30.05","-0.95","2,534",
"2011/11/08","3,217,747","97,329,858","30.40","30.55","30.05","30.15","+0.10","1,610",
"2011/11/09","5,775,847","172,233,400","30.20","30.35","29.40","29.50","-0.65","2,016",
"2011/11/10","8,738,794","247,851,986","28.50","28.75","27.80","28.55","-0.95","3,743",
"2011/11/11","8,601,177","244,770,917","28.50","28.65","28.10","28.40","-0.15","2,997",
"2011/11/14","6,811,963","198,507,960","28.65","29.40","28.65","29.30","+0.90","2,226",
"2011/11/15","5,646,176","163,604,764","29.10","29.15","28.80","28.80","-0.50","1,214",
"2011/11/16","4,669,141","133,227,949","28.85","29.10","28.20","28.35","-0.45","1,964",
"2011/11/17","4,312,794","123,029,752","28.00","28.80","27.90","28.60","+0.25","1,508",
"2011/11/18","9,320,614","259,522,764","28.00","28.00","27.60","27.70","-0.90","3,112",
"2011/11/21","9,018,497","243,932,060","27.00","27.20","26.70","27.20","-0.50","2,781",
"2011/11/22","5,413,287","146,455,730","26.80","27.35","26.80","27.00","-0.20","2,692",
"2011/11/23","8,879,470","233,280,257","26.95","26.95","26.00","26.10","-0.90","3,328",
"2011/11/24","10,896,769","285,111,315","25.80","26.60","25.80","26.10"," 0.00","2,717",
"2011/11/25","8,564,221","228,116,584","26.90","27.20","26.15","26.15","+0.05","3,043",
"2011/11/28","9,619,997","255,038,915","26.35","26.90","26.30","26.60","+0.45","1,579",
"2011/11/29","10,461,886","280,759,003","26.50","27.30","26.25","27.10","+0.50","3,572",
"2011/11/30","13,278,712","360,236,476","26.85","27.80","26.60","27.80","+0.70","4,192",
