"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/06/01","3,406,962","132,991,251","38.95","39.35","38.85","39.05","-0.05","1,867",
"2018/06/04","2,938,465","114,921,883","39.05","39.30","39.00","39.05"," 0.00","1,393",
"2018/06/05","4,219,909","165,647,395","39.20","39.40","39.10","39.30","+0.25","1,726",
"2018/06/06","3,889,815","154,773,301","39.50","39.95","39.45","39.90","+0.60","1,944",
"2018/06/07","4,208,494","169,698,387","40.15","40.60","40.10","40.60","+0.70","2,163",
"2018/06/08","5,241,598","210,749,620","40.65","40.75","40.00","40.00","-0.60","2,380",
"2018/06/11","3,464,691","138,628,974","40.05","40.45","39.90","39.95","-0.05","1,972",
"2018/06/12","5,677,091","227,297,334","39.95","40.55","39.75","40.20","+0.25","2,551",
"2018/06/13","5,658,708","225,432,711","39.90","40.20","39.70","39.80","-0.40","2,746",
"2018/06/14","5,318,724","209,787,215","39.65","39.75","39.25","39.25","-0.55","2,750",
"2018/06/15","13,711,917","530,546,817","39.15","39.15","38.55","38.55","-0.70","4,196",
"2018/06/19","10,998,535","419,520,659","38.30","38.40","38.00","38.15","-0.40","5,464",
"2018/06/20","6,962,692","265,391,818","38.20","38.40","38.00","38.10","-0.05","3,482",
"2018/06/21","5,363,471","204,499,927","38.30","38.45","38.00","38.00","-0.10","2,871",
"2018/06/22","7,888,475","298,613,582","38.00","38.10","37.70","37.95","-0.05","3,228",
"2018/06/25","7,957,002","298,766,207","37.80","37.85","37.30","37.45","-0.50","4,284",
"2018/06/26","10,031,516","371,251,732","37.30","37.30","36.80","37.00","-0.45","3,853",
"2018/06/27","5,424,490","201,053,334","37.10","37.25","37.00","37.00"," 0.00","2,722",
"2018/06/28","5,716,529","210,994,011","37.00","37.15","36.70","36.95","-0.05","2,748",
"2018/06/29","5,875,717","216,906,872","36.95","37.05","36.75","36.90","-0.05","2,531",
