"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/06/01","3,848,124","149,296,116","39.40","39.50","38.25","39.00","-0.40","2,453",
"2015/06/02","3,274,453","127,483,067","38.95","39.20","38.35","39.05","+0.05","2,157",
"2015/06/03","3,013,035","117,606,602","39.10","39.30","38.80","39.05"," 0.00","1,424",
"2015/06/04","4,325,789","166,501,656","38.70","39.00","38.05","38.50","-0.55","2,564",
"2015/06/05","4,351,077","166,117,542","38.45","38.45","38.00","38.40","-0.10","2,380",
"2015/06/08","7,000,068","260,398,065","37.50","37.80","36.65","37.20","-1.20","2,993",
"2015/06/09","5,327,142","195,141,617","36.90","37.15","36.30","36.55","-0.65","2,572",
"2015/06/10","5,157,500","186,701,887","36.30","36.80","36.10","36.10","-0.45","2,589",
"2015/06/11","8,417,649","299,802,847","36.10","36.25","35.40","35.40","-0.70","3,604",
"2015/06/12","4,547,287","160,860,534","35.35","35.70","35.25","35.30","-0.10","3,006",
"2015/06/15","4,848,851","172,022,723","35.40","35.90","35.30","35.30"," 0.00","2,433",
"2015/06/16","5,553,137","196,962,340","35.95","35.95","35.25","35.30"," 0.00","2,963",
"2015/06/17","6,735,466","239,595,561","35.80","36.10","35.30","35.30"," 0.00","4,287",
"2015/06/18","5,895,549","210,990,191","35.80","36.15","35.30","35.90","+0.60","3,249",
"2015/06/22","5,807,959","207,363,275","36.00","36.35","35.40","35.40","-0.50","3,371",
"2015/06/23","4,830,414","172,677,249","35.75","35.95","35.50","35.90","+0.50","2,617",
"2015/06/24","2,785,939","99,859,293","35.90","35.95","35.70","35.95","+0.05","1,413",
"2015/06/25","6,576,007","237,370,934","36.05","36.50","35.60","36.10","+0.15","3,123",
"2015/06/26","2,744,705","99,910,382","36.05","36.60","36.05","36.50","+0.40","1,755",
"2015/06/29","4,603,594","163,528,339","36.00","36.00","35.35","35.35","-1.15","2,711",
"2015/06/30","3,884,198","138,972,543","35.30","36.20","35.30","36.20","+0.85","1,822",
