"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/03/01","4,512,682","177,667,889","39.95","39.95","39.05","39.40","-0.55","1,857",
"2012/03/02","5,904,872","232,026,347","39.50","39.55","38.75","39.00","-0.40","2,266",
"2012/03/03","2,158,559","83,001,843","38.70","38.80","38.25","38.40","-0.60","1,263",
"2012/03/05","3,342,755","126,332,420","38.20","38.40","37.40","37.75","-0.65","1,754",
"2012/03/06","6,891,603","261,979,478","38.35","38.35","37.55","38.05","+0.30","2,655",
"2012/03/07","6,502,545","249,910,332","38.00","38.95","37.55","38.60","+0.55","3,017",
"2012/03/08","9,451,608","367,190,078","38.90","39.70","38.40","39.00","+0.40","3,674",
"2012/03/09","3,521,563","135,336,737","39.00","39.00","38.20","38.30","-0.70","1,844",
"2012/03/12","7,445,727","278,399,851","38.10","38.25","36.80","36.80","-1.50","3,138",
"2012/03/13","6,092,346","226,645,775","37.30","37.50","36.60","37.50","+0.70","3,130",
"2012/03/14","5,625,347","213,317,311","38.00","38.10","37.55","37.95","+0.45","3,029",
"2012/03/15","4,797,859","181,257,497","38.30","38.30","37.30","37.75","-0.20","1,941",
"2012/03/16","4,514,582","169,035,329","37.75","37.95","37.15","37.15","-0.60","1,963",
"2012/03/19","6,171,739","231,653,721","37.90","38.05","37.00","37.75","+0.60","2,532",
"2012/03/20","5,926,563","224,101,940","38.00","38.15","37.40","37.55","-0.20","2,842",
"2012/03/21","7,000,825","259,886,073","37.25","37.65","36.70","37.30","-0.25","2,055",
"2012/03/22","2,435,509","91,096,808","37.00","37.65","37.00","37.45","+0.15","1,234",
"2012/03/23","2,082,161","78,057,919","37.45","37.70","37.20","37.70","+0.25","1,094",
"2012/03/26","8,285,270","303,773,690","37.45","37.45","36.35","36.45","-1.25","3,932",
"2012/03/27","3,288,083","120,504,710","36.45","36.75","36.40","36.75","+0.30","1,399",
"2012/03/28","4,104,039","151,058,400","37.05","37.10","36.55","36.80","+0.05","2,248",
"2012/03/29","11,396,908","402,537,758","36.35","36.45","34.65","35.45","-1.35","4,239",
"2012/03/30","8,287,385","291,849,526","35.00","35.70","34.85","35.70","+0.25","2,740",
