"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/07/02","826,712","26,749,663","32.80","32.80","32.00","32.10","-0.70","604",
"2018/07/03","665,590","21,080,908","32.10","32.10","31.50","31.55","-0.55","561",
"2018/07/04","618,105","19,747,081","31.30","32.40","31.25","32.30","+0.75","484",
"2018/07/05","487,020","15,600,031","32.30","32.35","31.70","32.00","-0.30","354",
"2018/07/06","406,444","12,831,630","32.00","32.00","31.35","31.50","-0.50","359",
"2018/07/09","852,492","27,201,637","31.55","32.50","31.45","32.05","+0.55","634",
"2018/07/10","243,032","7,748,011","31.80","32.00","31.75","31.85","-0.20","213",
"2018/07/11","708,350","22,117,061","31.70","31.75","31.00","31.05","-0.80","598",
"2018/07/12","379,827","11,827,763","31.05","31.40","31.00","31.15","+0.10","278",
"2018/07/13","198,902","6,211,131","31.35","31.40","31.15","31.25","+0.10","191",
"2018/07/16","475,061","14,752,891","31.05","31.30","31.00","31.00","-0.25","355",
"2018/07/17","865,985","26,713,424","31.00","31.00","30.80","30.80","-0.20","469",
"2018/07/18","726,713","22,022,044","30.05","30.50","30.05","30.40","X0.00","564",
"2018/07/19","772,160","23,845,886","30.45","31.25","30.45","31.20","+0.80","520",
"2018/07/20","520,471","16,079,020","31.20","31.20","30.70","31.10","-0.10","426",
"2018/07/23","341,044","10,609,061","31.10","31.20","31.00","31.20","+0.10","281",
"2018/07/24","541,079","17,021,991","31.30","32.00","31.00","31.80","+0.60","404",
"2018/07/25","496,548","15,608,842","31.85","31.85","31.10","31.40","-0.40","343",
"2018/07/26","328,216","10,346,498","31.40","31.70","31.20","31.70","+0.30","261",
"2018/07/27","312,753","9,905,400","31.75","31.75","31.60","31.60","-0.10","216",
"2018/07/30","395,022","12,500,790","31.70","31.80","31.50","31.75","+0.15","296",
"2018/07/31","684,850","21,858,311","31.55","32.00","31.55","32.00","+0.25","440",
