"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2011/03/01","5,464,047","374,644,605","68.50","69.30","68.00","68.40","-0.10","2,027",
"2011/03/02","2,600,169","176,343,660","68.30","68.70","67.30","67.30","-1.10","1,660",
"2011/03/03","4,929,613","343,766,239","67.40","71.30","67.40","71.00","+3.70","2,659",
"2011/03/04","2,652,915","185,337,515","71.60","71.70","69.10","69.10","-1.90","1,489",
"2011/03/07","3,580,196","243,277,828","68.00","68.80","67.00","67.90","-1.20","1,610",
"2011/03/08","3,488,772","236,731,031","67.00","68.80","67.00","67.80","-0.10","1,364",
"2011/03/09","3,231,743","222,548,440","68.40","69.70","68.10","68.30","+0.50","1,640",
"2011/03/10","2,907,479","200,464,245","68.10","69.30","68.10","68.90","+0.60","1,363",
"2011/03/11","3,984,481","276,510,228","68.10","70.60","68.10","69.10","+0.20","2,113",
"2011/03/14","2,049,958","141,850,773","69.50","70.00","67.80","69.60","+0.50","1,344",
"2011/03/15","5,428,016","366,248,359","69.60","70.00","65.20","66.90","-2.70","2,412",
"2011/03/16","3,039,643","206,142,324","67.90","68.90","67.20","68.00","+1.10","1,544",
"2011/03/17","3,874,575","260,286,202","67.00","68.70","66.20","66.60","-1.40","2,122",
"2011/03/18","4,933,437","332,055,747","67.50","67.90","67.00","67.40","+0.80","1,943",
"2011/03/21","5,873,235","411,392,064","68.20","70.90","68.20","70.40","+3.00","3,398",
"2011/03/22","9,219,037","673,028,509","71.40","74.70","71.00","73.70","+3.30","4,057",
"2011/03/23","5,048,245","370,949,600","74.10","74.10","72.80","73.10","-0.60","1,892",
"2011/03/24","5,195,617","379,603,101","73.90","73.90","72.30","72.30","-0.80","1,989",
"2011/03/25","9,586,582","717,613,698","73.60","75.70","73.10","74.60","+2.30","4,062",
"2011/03/28","3,919,804","288,125,863","74.60","74.90","72.90","73.10","-1.50","1,724",
"2011/03/29","4,328,975","316,591,865","73.10","74.50","72.60","73.10"," 0.00","1,839",
"2011/03/30","3,835,748","280,710,047","73.10","73.60","72.60","73.10"," 0.00","1,756",
"2011/03/31","9,137,481","686,620,007","73.80","75.70","73.70","75.50","+2.40","3,409",
