"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/01/02","438,002","14,133,865","32.10","32.40","32.10","32.40","+0.30","272",
"2018/01/03","907,310","29,459,438","32.40","32.55","32.30","32.50","+0.10","589",
"2018/01/04","720,000","23,389,300","32.60","32.70","32.30","32.70","+0.20","377",
"2018/01/05","477,100","15,435,570","32.60","32.60","32.20","32.25","-0.45","347",
"2018/01/08","519,628","16,802,609","32.30","32.45","32.25","32.35","+0.10","384",
"2018/01/09","473,202","15,320,235","32.40","32.55","32.25","32.45","+0.10","264",
"2018/01/10","538,200","17,319,158","32.45","32.45","32.05","32.10","-0.35","340",
"2018/01/11","341,068","10,926,387","32.15","32.20","31.90","32.20","+0.10","287",
"2018/01/12","253,376","8,165,841","32.00","32.40","32.00","32.40","+0.20","214",
"2018/01/15","374,329","12,149,841","32.50","32.55","32.40","32.45","+0.05","202",
"2018/01/16","690,798","22,526,544","32.50","32.70","32.45","32.70","+0.25","495",
"2018/01/17","376,544","12,288,986","32.70","32.85","32.50","32.60","-0.10","294",
"2018/01/18","354,331","11,545,354","32.80","32.80","32.50","32.60"," 0.00","240",
"2018/01/19","360,250","11,691,162","32.50","32.60","32.35","32.55","-0.05","284",
"2018/01/22","309,450","10,050,605","32.60","32.65","32.40","32.40","-0.15","161",
"2018/01/23","457,084","14,819,889","32.40","32.50","32.35","32.45","+0.05","294",
"2018/01/24","402,708","13,034,871","32.45","32.45","32.30","32.30","-0.15","203",
"2018/01/25","344,000","11,139,650","32.40","32.50","32.30","32.50","+0.20","178",
"2018/01/26","265,415","8,617,286","32.50","32.55","32.40","32.50"," 0.00","190",
"2018/01/29","314,490","10,232,845","32.50","32.60","32.50","32.55","+0.05","225",
"2018/01/30","390,117","12,671,863","32.50","32.60","32.45","32.45","-0.10","224",
"2018/01/31","515,301","16,664,981","32.40","32.80","32.10","32.15","-0.30","353",
