"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/08/01","396,766","12,474,254","31.40","31.60","31.25","31.60","+0.35","227",
"2018/08/02","322,067","10,108,579","31.55","31.55","31.30","31.40","-0.20","222",
"2018/08/03","245,451","7,743,650","31.40","31.75","31.30","31.75","+0.35","208",
"2018/08/06","330,515","10,497,930","31.80","31.85","31.70","31.70","-0.05","228",
"2018/08/07","546,104","17,224,300","31.70","31.80","31.40","31.45","-0.25","339",
"2018/08/08","244,101","7,666,706","31.45","31.50","31.35","31.35","-0.10","181",
"2018/08/09","523,607","16,306,778","31.35","31.40","31.00","31.00","-0.35","372",
"2018/08/10","414,600","12,823,638","30.95","31.05","30.80","31.05","+0.05","281",
"2018/08/13","725,600","22,308,417","31.05","31.05","30.55","30.80","-0.25","468",
"2018/08/14","342,601","10,507,210","30.85","30.95","30.50","30.60","-0.20","229",
"2018/08/15","523,808","16,042,456","30.65","30.75","30.55","30.55","-0.05","236",
"2018/08/16","361,600","11,014,010","30.55","30.75","30.40","30.45","-0.10","239",
"2018/08/17","285,132","8,716,395","30.45","30.65","30.45","30.50","+0.05","215",
"2018/08/20","391,723","11,933,944","30.45","30.70","30.25","30.45","-0.05","256",
"2018/08/21","384,479","11,761,325","30.45","30.85","30.45","30.75","+0.30","233",
"2018/08/22","278,066","8,545,732","30.85","30.90","30.60","30.60","-0.15","228",
"2018/08/23","220,504","6,796,276","30.60","30.90","30.60","30.85","+0.25","139",
"2018/08/24","223,800","6,947,539","30.85","31.15","30.85","31.10","+0.25","157",
"2018/08/27","337,430","10,579,045","31.20","31.45","31.20","31.35","+0.25","220",
"2018/08/28","535,341","16,863,626","31.40","31.60","31.35","31.60","+0.25","324",
"2018/08/29","437,349","13,846,326","31.65","31.75","31.50","31.50","-0.10","308",
"2018/08/30","491,238","15,477,268","31.55","31.65","31.40","31.40","-0.10","261",
"2018/08/31","292,661","9,176,921","31.40","31.50","31.15","31.50","+0.10","179",
