"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2014/01/02","340,318","66,207,667","196.00","196.00","193.50","193.50","-1.00","273",
"2014/01/03","415,451","81,428,474","193.50","198.50","193.50","196.50","+3.00","353",
"2014/01/06","335,332","65,182,072","198.00","198.50","191.50","192.50","-4.00","278",
"2014/01/07","194,227","37,484,765","193.50","194.50","192.00","192.00","-0.50","165",
"2014/01/08","265,827","51,179,696","193.50","193.50","192.00","192.00"," 0.00","228",
"2014/01/09","299,287","57,228,458","192.50","193.00","190.00","190.00","-2.00","233",
"2014/01/10","158,177","30,235,484","191.00","192.00","190.00","191.00","+1.00","141",
"2014/01/13","121,127","23,261,384","193.00","193.00","191.50","192.00","+1.00","100",
"2014/01/14","174,184","33,223,328","192.00","193.00","189.00","190.00","-2.00","157",
"2014/01/15","192,886","36,727,393","193.00","193.00","189.50","189.50","-0.50","166",
"2014/01/16","415,685","77,928,910","189.50","189.50","186.00","186.00","-3.50","363",
"2014/01/17","346,431","63,907,235","186.00","187.00","182.00","184.50","-1.50","275",
"2014/01/20","136,321","25,236,527","186.50","186.50","184.50","185.00","+0.50","126",
"2014/01/21","148,154","27,565,414","185.00","187.00","185.00","187.00","+2.00","138",
"2014/01/22","110,976","20,789,012","187.00","188.00","186.00","188.00","+1.00","121",
"2014/01/23","251,156","47,355,172","189.00","190.00","186.50","186.50","-1.50","221",
"2014/01/24","81,182","15,133,442","186.50","187.50","185.50","186.00","-0.50","74",
"2014/01/27","219,105","40,491,370","185.00","186.50","184.00","185.00","-1.00","202",
