"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/09/03","200,388","41,721,560","209.00","210.00","206.50","209.00","+2.00","163",
"2012/09/04","231,852","48,355,788","210.00","210.50","206.50","206.50","-2.50","166",
"2012/09/05","154,350","32,032,800","208.00","208.50","206.00","207.00","+0.50","114",
"2012/09/06","108,020","22,310,180","207.00","208.50","205.50","207.00"," 0.00","82",
"2012/09/07","271,375","55,810,875","207.00","208.00","204.00","204.50","-2.50","215",
"2012/09/10","306,430","62,830,294","204.50","206.00","204.50","205.00","+0.50","215",
"2012/09/11","171,300","35,192,949","206.00","206.50","205.00","206.50","+1.50","116",
"2012/09/12","213,262","44,082,626","206.50","207.50","205.50","207.50","+1.00","97",
"2012/09/13","182,160","37,604,200","206.50","207.50","205.00","205.00","-2.50","120",
"2012/09/14","280,655","57,848,240","206.00","207.50","205.00","206.00","+1.00","168",
"2012/09/17","356,641","74,243,287","206.00","210.00","206.00","209.50","+3.50","273",
"2012/09/18","242,135","50,366,850","209.50","210.00","207.00","207.50","-2.00","182",
"2012/09/19","264,155","54,643,817","209.00","209.50","206.00","206.00","-1.50","215",
"2012/09/20","276,550","57,410,674","206.00","208.50","206.00","208.00","+2.00","200",
"2012/09/21","417,921","86,952,568","208.00","209.00","207.00","208.00"," 0.00","242",
"2012/09/24","203,200","42,091,600","209.00","209.00","206.00","206.00","-2.00","175",
"2012/09/25","133,151","27,625,257","207.00","208.50","206.00","206.50","+0.50","106",
"2012/09/26","250,113","52,096,617","207.00","209.00","206.50","208.00","+1.50","157",
"2012/09/27","152,050","31,650,450","207.50","209.00","207.50","208.50","+0.50","85",
"2012/09/28","790,307","167,798,043","210.00","215.50","208.00","215.00","+6.50","563",
