"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/06/01","355,105","72,426,551","204.00","206.50","202.00","202.00","-2.00","306",
"2012/06/04","316,615","62,132,000","192.00","200.00","192.00","198.00","-4.00","282",
"2012/06/05","212,044","43,105,020","204.00","204.50","201.00","201.00","+3.00","168",
"2012/06/06","215,405","44,102,226","202.00","205.50","202.00","205.50","+4.50","171",
"2012/06/07","246,003","50,674,106","208.00","209.00","202.00","202.00","-3.50","235",
"2012/06/08","145,160","29,386,140","205.00","205.00","200.50","200.50","-1.50","124",
"2012/06/11","103,075","20,831,150","202.50","204.50","201.00","201.00","+0.50","91",
"2012/06/12","72,000","14,491,500","199.50","202.50","199.50","200.50","-0.50","66",
"2012/06/13","92,266","18,559,498","203.00","203.00","200.00","201.00","+0.50","94",
"2012/06/14","104,045","20,866,635","202.50","202.50","199.50","200.00","-1.00","102",
"2012/06/15","764,527","159,789,224","202.00","214.00","200.00","214.00","+14.00","499",
"2012/06/18","458,322","97,206,264","212.00","215.00","210.00","212.00","-2.00","384",
"2012/06/19","167,126","35,157,086","212.50","213.50","208.00","209.00","-3.00","140",
"2012/06/20","151,023","31,756,876","210.00","212.50","209.00","210.00","+1.00","121",
"2012/06/21","95,000","19,914,000","210.00","211.00","208.50","208.50","-1.50","92",
"2012/06/22","61,016","12,699,383","207.00","210.00","207.00","208.00","-0.50","60",
"2012/06/25","122,740","25,555,160","207.00","211.50","206.00","206.00","-2.00","119",
"2012/06/26","155,611","31,670,366","206.00","207.50","201.50","203.50","-2.50","141",
"2012/06/27","97,501","19,884,706","204.50","205.50","203.00","203.50"," 0.00","87",
"2012/06/28","152,001","30,649,206","205.00","205.00","200.00","200.50","-3.00","134",
"2012/06/29","101,592","20,487,360","203.00","203.00","200.00","202.00","+1.50","101",
