"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/08/01","361,206","75,649,936","207.50","213.00","206.50","206.50","-0.50","333",
"2012/08/03","159,000","32,473,500","206.50","207.00","203.00","203.50","-3.00","131",
"2012/08/06","106,706","22,040,080","207.00","207.50","205.00","206.50","+3.00","113",
"2012/08/07","83,143","17,082,029","206.50","207.00","204.50","206.50"," 0.00","83",
"2012/08/08","411,450","85,902,200","207.00","212.00","206.50","207.50","+1.00","353",
"2012/08/09","280,469","58,554,490","209.50","210.00","207.00","210.00","+2.50","258",
"2012/08/10","153,050","31,870,900","210.00","210.00","207.00","208.00","-2.00","132",
"2012/08/13","79,165","16,557,650","208.00","210.00","208.00","210.00","+2.00","73",
"2012/08/14","118,330","24,741,804","210.00","210.50","208.50","208.50","-1.50","109",
"2012/08/15","712,788","152,353,812","209.50","218.00","208.50","212.00","+3.50","598",
"2012/08/16","251,455","53,370,370","213.50","215.00","209.00","214.00","+2.00","197",
"2012/08/17","187,876","39,813,968","214.00","214.00","211.00","211.00","-3.00","144",
"2012/08/20","540,410","116,140,420","215.00","218.50","212.00","212.00","+1.00","476",
"2012/08/21","313,633","66,279,329","210.00","214.00","210.00","210.00","-2.00","263",
"2012/08/22","480,610","99,543,880","208.00","211.00","205.00","206.00","-4.00","384",
"2012/08/23","236,344","48,713,035","206.00","208.00","205.00","205.00","-1.00","181",
"2012/08/24","493,906","101,288,230","204.00","207.00","204.00","204.00","-1.00","331",
"2012/08/27","241,225","49,144,350","206.00","206.00","202.50","204.50","+0.50","189",
"2012/08/28","212,567","43,333,235","204.50","205.00","202.50","204.00","-0.50","181",
"2012/08/29","153,110","31,231,550","204.50","206.00","202.50","204.00"," 0.00","121",
"2012/08/30","254,330","52,294,640","204.00","207.50","203.50","206.50","+2.50","199",
"2012/08/31","204,250","42,011,250","206.50","207.00","204.50","207.00","+0.50","144",
