"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/12/03","315,185","63,206,685","202.00","202.00","199.50","199.50","-0.50","245",
"2012/12/04","227,830","45,497,243","199.50","201.00","199.00","199.50"," 0.00","173",
"2012/12/05","339,300","68,362,100","201.00","203.00","199.50","201.50","+2.00","295",
"2012/12/06","891,720","182,870,660","201.50","207.00","201.50","203.50","+2.00","666",
"2012/12/07","359,702","73,207,304","204.00","205.50","202.00","202.00","-1.50","256",
"2012/12/10","262,600","53,026,800","202.00","204.50","201.00","203.00","+1.00","183",
"2012/12/11","150,150","30,222,424","203.00","203.00","200.50","200.50","-2.50","156",
"2012/12/12","302,200","60,664,600","200.50","203.50","200.00","200.00","-0.50","263",
"2012/12/13","176,188","35,320,600","200.00","201.50","200.00","200.50","+0.50","165",
"2012/12/14","210,800","42,044,200","200.50","200.50","199.00","199.00","-1.50","187",
"2012/12/17","219,740","43,532,020","199.00","199.00","197.50","197.50","-1.50","193",
"2012/12/18","190,276","37,571,784","198.00","199.00","197.00","197.00","-0.50","153",
"2012/12/19","156,238","30,915,242","199.00","199.50","197.00","197.00"," 0.00","126",
"2012/12/20","115,850","22,849,450","197.00","199.00","197.00","197.00"," 0.00","117",
"2012/12/21","562,610","109,279,840","197.00","198.50","193.00","193.50","-3.50","397",
"2012/12/22","82,311","15,964,645","194.00","195.00","193.00","193.00","-0.50","85",
"2012/12/24","57,985","11,256,590","195.00","195.00","193.00","194.00","+1.00","75",
"2012/12/25","119,100","23,132,500","194.00","195.00","193.50","195.00","+1.00","109",
"2012/12/26","315,198","60,766,610","195.00","195.00","191.50","192.00","-3.00","207",
"2012/12/27","340,271","65,070,345","192.00","193.50","190.00","193.00","+1.00","291",
"2012/12/28","244,518","46,841,974","193.00","193.00","191.00","191.50","-1.50","209",
