"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/09/03","103,993","18,736,724","180.00","181.00","180.00","180.00","-1.50","117",
"2018/09/04","78,560","14,121,573","180.00","180.00","179.00","180.00"," 0.00","113",
"2018/09/05","97,201","17,446,680","180.00","180.00","179.00","179.00","-1.00","123",
"2018/09/06","71,098","12,712,140","179.00","179.00","178.50","178.50","-0.50","90",
"2018/09/07","129,171","23,025,109","178.00","179.50","178.00","178.00","-0.50","150",
"2018/09/10","207,006","36,651,068","178.00","179.00","176.00","176.50","-1.50","215",
"2018/09/11","88,916","15,704,548","177.00","177.50","176.00","177.00","+0.50","158",
"2018/09/12","122,199","21,743,714","178.00","178.50","177.00","178.50","+1.50","138",
"2018/09/13","70,889","12,611,131","178.50","178.50","177.50","177.50","-1.00","92",
"2018/09/14","174,998","30,955,137","178.50","178.50","176.00","177.00","-0.50","219",
"2018/09/17","181,676","31,924,152","177.00","177.00","175.00","176.00","-1.00","242",
"2018/09/18","262,822","45,891,756","176.00","176.00","174.00","174.00","-2.00","298",
"2018/09/19","252,209","43,958,075","174.00","175.00","174.00","174.00"," 0.00","296",
"2018/09/20","95,897","16,713,475","174.00","175.00","174.00","174.00"," 0.00","130",
"2018/09/21","154,467","27,027,947","175.50","175.50","174.50","175.00","+1.00","185",
"2018/09/25","89,580","15,690,283","175.50","175.50","175.00","175.00"," 0.00","130",
"2018/09/26","149,520","26,220,257","175.50","176.00","175.00","175.00"," 0.00","174",
"2018/09/27","310,517","54,013,475","175.00","175.50","173.00","173.00","-2.00","350",
"2018/09/28","149,732","26,034,100","173.00","174.50","173.00","174.50","+1.50","175",
