"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/07/01","252,300","46,166,900","183.00","184.50","182.00","182.00","-0.50","221",
"2015/07/02","378,367","69,020,161","182.50","183.00","181.50","182.50","+0.50","321",
"2015/07/03","494,384","91,578,692","183.00","188.00","182.50","187.50","+5.00","418",
"2015/07/06","393,518","72,921,330","187.00","187.00","184.00","185.00","-2.50","310",
"2015/07/07","497,639","91,495,393","186.00","186.50","182.50","183.50","-1.50","406",
"2015/07/08","773,376","133,051,672","175.50","176.00","169.00","169.50","X0.00","643",
"2015/07/09","685,281","112,146,427","165.00","168.00","156.50","165.00","-4.50","534",
"2015/07/13","448,111","77,161,425","169.50","175.00","168.00","174.50","+9.50","390",
"2015/07/14","344,090","60,894,250","177.50","180.00","174.50","174.50"," 0.00","286",
"2015/07/15","394,300","68,034,500","175.50","176.00","171.00","171.00","-3.50","364",
"2015/07/16","555,107","94,234,297","171.00","172.00","167.00","170.00","-1.00","426",
"2015/07/17","431,600","72,989,300","170.00","172.00","167.50","168.00","-2.00","402",
"2015/07/20","580,200","98,188,200","168.00","173.00","166.50","166.50","-1.50","532",
"2015/07/21","373,025","62,697,325","166.00","171.00","165.50","168.00","+1.50","341",
"2015/07/22","299,700","49,919,200","166.50","169.00","165.50","165.50","-2.50","258",
"2015/07/23","563,716","92,046,992","166.00","167.00","160.50","161.50","-4.00","480",
"2015/07/24","688,082","108,894,160","161.50","162.50","156.00","158.50","-3.00","510",
"2015/07/27","503,200","77,829,500","158.50","158.50","151.50","151.50","-7.00","331",
"2015/07/28","540,306","82,682,930","150.00","159.00","150.00","152.00","+0.50","446",
"2015/07/29","241,220","37,450,200","155.00","157.50","154.00","155.50","+3.50","214",
"2015/07/30","351,000","54,611,500","155.00","159.00","153.50","153.50","-2.00","301",
"2015/07/31","319,657","48,946,335","153.50","156.00","151.50","152.00","-1.50","293",
