"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/03/02","244,408","39,369,004","159.50","162.00","159.50","161.50","+2.50","209",
"2015/03/03","357,200","57,617,700","162.00","162.50","160.50","161.00","-0.50","283",
"2015/03/04","224,123","35,979,364","159.50","161.50","159.50","160.00","-1.00","184",
"2015/03/05","289,238","46,522,580","160.00","162.00","160.00","160.00"," 0.00","199",
"2015/03/06","204,825","33,061,500","160.00","162.50","160.00","160.00"," 0.00","158",
"2015/03/09","316,425","50,660,500","159.00","161.00","159.00","159.50","-0.50","245",
"2015/03/10","391,601","61,879,655","160.00","161.00","156.50","156.50","-3.00","306",
"2015/03/11","253,300","39,357,800","155.00","156.00","155.00","155.00","-1.50","200",
"2015/03/12","484,561","77,563,100","155.00","162.00","155.00","161.00","+6.00","420",
"2015/03/13","565,770","92,418,550","161.00","166.00","160.50","165.00","+4.00","372",
"2015/03/16","349,100","57,606,500","165.00","167.50","163.00","163.00","-2.00","278",
"2015/03/17","237,264","38,862,162","163.00","165.50","162.50","162.50","-0.50","180",
"2015/03/18","270,682","44,332,666","164.50","164.50","162.50","164.00","+1.50","214",
"2015/03/19","230,029","37,776,756","164.50","165.00","163.50","164.00"," 0.00","181",
"2015/03/20","522,575","87,658,175","164.50","171.00","164.00","169.00","+5.00","392",
"2015/03/23","345,049","58,758,281","171.50","172.00","169.00","169.00"," 0.00","283",
"2015/03/24","309,938","52,997,960","169.00","172.50","168.50","171.00","+2.00","296",
"2015/03/25","271,175","46,528,100","172.50","174.00","169.00","171.00"," 0.00","206",
"2015/03/26","175,250","29,939,000","168.50","173.00","168.50","171.00"," 0.00","161",
"2015/03/27","182,300","30,987,000","171.00","172.00","168.50","169.50","-1.50","134",
"2015/03/30","581,755","98,161,945","169.50","169.50","166.00","167.50","-2.00","172",
"2015/03/31","722,331","125,289,925","168.50","176.00","168.50","174.50","+7.00","534",
