"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2013/07/01","201,036","46,131,852","230.00","231.00","228.50","229.50","+0.50","147",
"2013/07/02","406,315","95,256,525","234.00","237.00","231.50","236.50","+7.00","336",
"2013/07/03","304,850","71,832,025","239.50","239.50","234.00","235.00","-1.50","247",
"2013/07/04","211,193","48,971,083","236.50","236.50","225.50","229.50","-5.50","176",
"2013/07/05","336,037","77,198,121","231.00","232.00","227.00","230.00","+0.50","231",
"2013/07/08","335,100","73,641,700","218.00","222.00","218.00","220.00","X0.00","276",
"2013/07/09","543,584","116,687,184","219.00","221.00","210.00","211.00","-9.00","414",
"2013/07/10","558,493","121,376,241","213.00","220.00","212.00","217.00","+6.00","459",
"2013/07/11","303,275","66,078,037","218.00","220.00","216.50","218.00","+1.00","265",
"2013/07/12","705,000","157,451,500","218.50","226.50","218.00","226.50","+8.50","525",
"2013/07/15","404,253","91,353,678","227.00","228.00","225.00","225.50","-1.00","325",
"2013/07/16","210,260","47,217,500","228.00","228.00","223.00","224.00","-1.50","191",
"2013/07/17","181,050","40,313,200","224.00","226.00","220.50","222.00","-2.00","159",
"2013/07/18","133,397","29,709,134","225.00","225.00","221.00","223.00","+1.00","131",
"2013/07/19","547,365","118,543,887","223.00","223.00","212.00","215.00","-8.00","448",
"2013/07/22","333,124","72,847,094","215.00","220.00","215.00","218.50","+3.50","295",
"2013/07/23","567,800","122,923,300","215.00","220.50","214.50","217.00","-1.50","490",
"2013/07/24","327,708","70,760,428","217.00","219.00","214.00","216.00","-1.00","257",
"2013/07/25","391,060","82,974,809","216.50","218.50","210.00","211.50","-4.50","297",
"2013/07/26","344,055","71,016,605","211.50","212.50","203.50","205.00","-6.50","268",
"2013/07/29","237,753","48,237,612","205.00","208.00","201.50","201.50","-3.50","196",
"2013/07/30","283,080","57,472,820","200.00","205.00","200.00","202.00","+0.50","245",
"2013/07/31","256,712","51,283,112","202.00","203.50","197.50","198.00","-4.00","225",
