"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2012/07/02","159,010","32,117,550","203.00","204.00","200.00","202.50","+0.50","130",
"2012/07/03","96,200","19,606,000","203.00","205.00","203.00","203.50","+1.00","84",
"2012/07/04","147,160","30,109,620","203.50","206.00","202.50","205.50","+2.00","130",
"2012/07/05","311,120","62,755,740","205.50","205.50","200.00","200.00","-5.50","180",
"2012/07/06","132,000","26,509,500","200.00","202.50","200.00","201.00","+1.00","114",
"2012/07/09","144,739","29,247,146","202.00","204.00","201.00","203.00","+2.00","120",
"2012/07/10","148,072","29,645,400","203.50","203.50","198.00","199.50","-3.50","130",
"2012/07/11","112,094","22,482,939","199.50","201.50","199.50","201.50","+2.00","110",
"2012/07/12","102,219","20,417,738","200.50","202.00","198.00","200.00","-1.50","92",
"2012/07/13","253,300","50,046,400","200.50","201.00","196.00","199.50","-0.50","199",
"2012/07/16","205,000","40,420,000","199.50","200.50","195.00","196.00","-3.50","170",
"2012/07/17","367,041","70,591,555","195.50","195.50","188.00","191.50","-4.50","328",
"2012/07/18","161,477","30,847,561","190.50","192.50","190.00","191.00","-0.50","155",
"2012/07/19","339,170","67,476,000","193.50","203.00","191.50","199.00","+8.00","277",
"2012/07/20","103,183","20,637,008","201.00","202.00","198.50","198.50","-0.50","100",
"2012/07/23","130,200","25,972,000","196.50","201.50","195.50","200.00","+1.50","123",
"2012/07/24","135,000","27,103,500","200.00","202.00","198.00","200.00"," 0.00","126",
"2012/07/25","186,190","37,606,950","200.50","203.00","199.00","203.00","+3.00","170",
"2012/07/26","72,080","14,588,780","203.00","203.50","201.50","201.50","-1.50","70",
"2012/07/27","113,276","23,043,080","204.00","204.00","202.50","203.00","+1.50","111",
"2012/07/30","110,553","22,563,312","204.50","206.00","202.50","202.50","-0.50","110",
"2012/07/31","194,026","39,848,434","203.50","207.00","202.50","207.00","+4.50","176",
