"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2018/05/02","141,476","26,855,392","190.50","190.50","189.00","190.00","-0.50","136",
"2018/05/03","258,526","49,108,753","190.00","191.00","188.50","191.00","+1.00","238",
"2018/05/04","123,819","23,433,110","191.00","191.00","188.50","189.00","-2.00","137",
"2018/05/07","304,366","58,152,040","192.00","193.00","189.50","189.50","+0.50","244",
"2018/05/08","399,851","76,564,743","190.50","192.00","190.50","191.00","+1.50","270",
"2018/05/09","199,257","38,140,615","191.50","191.50","191.00","191.50","+0.50","161",
"2018/05/10","176,100","33,719,800","192.00","192.00","191.00","191.50"," 0.00","135",
"2018/05/11","632,126","121,601,496","192.00","194.00","191.50","194.00","+2.50","447",
"2018/05/14","307,167","59,738,565","194.50","196.50","193.00","193.50","-0.50","255",
"2018/05/15","383,120","73,314,540","194.00","194.00","190.50","190.50","-3.00","308",
"2018/05/16","280,806","53,679,344","191.50","191.50","190.00","190.50"," 0.00","255",
"2018/05/17","151,160","28,884,220","190.50","192.00","190.50","190.50"," 0.00","147",
"2018/05/18","187,071","35,677,632","191.00","191.50","190.00","191.00","+0.50","176",
"2018/05/21","199,399","38,208,108","191.00","192.50","191.00","191.00"," 0.00","162",
"2018/05/22","219,737","41,864,868","191.50","191.50","190.00","191.50","+0.50","193",
"2018/05/23","246,004","46,766,764","191.50","191.50","189.50","189.50","-2.00","227",
"2018/05/24","118,900","22,568,900","190.00","190.50","189.50","190.00","+0.50","112",
"2018/05/25","176,130","33,467,830","191.00","191.00","189.50","190.00"," 0.00","151",
"2018/05/28","169,265","32,153,115","190.50","190.50","189.50","190.00"," 0.00","153",
"2018/05/29","133,304","25,295,564","190.00","190.00","189.50","190.00"," 0.00","130",
"2018/05/30","182,606","34,569,246","189.50","190.00","188.50","190.00"," 0.00","170",
"2018/05/31","447,388","85,678,073","189.00","192.50","189.00","192.50","+2.50","325",
