"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2016/02/01","197,350","32,638,950","165.50","166.00","164.50","166.00","+1.00","196",
"2016/02/02","622,120","105,049,780","165.50","171.50","165.50","169.50","+3.50","590",
"2016/02/03","355,740","59,300,080","168.50","169.00","165.50","167.00","-2.50","341",
"2016/02/15","312,249","52,186,081","167.00","168.50","165.00","167.50","+0.50","289",
"2016/02/16","456,713","76,166,926","168.00","168.50","165.00","167.00","-0.50","353",
"2016/02/17","409,303","68,185,298","168.00","169.00","164.50","165.50","-1.50","324",
"2016/02/18","604,006","100,276,008","166.50","167.50","165.00","166.50","+1.00","514",
"2016/02/19","479,491","81,461,693","167.50","171.50","166.50","171.00","+4.50","396",
"2016/02/22","798,728","139,693,900","172.50","178.00","172.00","175.00","+4.00","638",
"2016/02/23","511,507","90,046,239","176.50","177.00","174.50","177.00","+2.00","391",
"2016/02/24","398,370","69,070,324","175.00","176.00","171.50","172.50","-4.50","347",
"2016/02/25","128,120","22,189,819","175.00","175.00","172.50","173.00","+0.50","122",
"2016/02/26","539,239","95,040,042","174.00","177.50","173.00","177.50","+4.50","469",
