"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2013/11/01","328,100","60,285,300","185.00","186.00","182.00","183.00","-1.00","244",
"2013/11/04","298,665","54,372,365","183.00","183.00","181.50","182.00","-1.00","194",
"2013/11/05","434,433","78,867,440","182.00","185.00","180.00","180.00","-2.00","293",
"2013/11/06","651,740","120,535,380","180.00","187.50","180.00","187.50","+7.50","550",
"2013/11/07","649,228","122,045,592","186.00","189.50","186.00","189.00","+1.50","478",
"2013/11/08","758,831","143,442,566","192.00","192.00","185.00","186.00","-3.00","614",
"2013/11/11","323,593","59,305,720","185.00","187.50","181.00","182.50","-3.50","280",
"2013/11/12","187,238","34,168,316","183.00","185.00","181.50","182.00","-0.50","171",
"2013/11/13","231,375","41,735,375","182.00","182.00","179.00","179.50","-2.50","194",
"2013/11/14","462,145","83,066,325","180.00","181.50","178.50","179.00","-0.50","409",
"2013/11/15","311,216","56,674,244","180.00","184.00","179.00","181.50","+2.50","236",
"2013/11/18","361,090","64,785,790","180.50","183.00","178.50","178.50","-3.00","253",
"2013/11/19","297,300","53,479,300","180.00","181.00","179.00","179.50","+1.00","272",
"2013/11/20","377,340","68,597,560","180.00","183.00","180.00","182.50","+3.00","214",
"2013/11/21","118,379","21,578,478","183.00","184.00","182.00","182.50"," 0.00","102",
"2013/11/22","215,229","38,875,220","182.50","182.50","180.00","180.50","-2.00","196",
"2013/11/25","371,488","67,504,316","182.00","183.00","180.00","183.00","+2.50","325",
"2013/11/26","96,146","17,517,718","183.00","183.00","181.50","182.00","-1.00","88",
"2013/11/27","132,056","24,014,719","183.00","183.00","181.50","181.50","-0.50","114",
"2013/11/28","224,776","40,811,343","182.00","183.00","180.00","181.00","-0.50","189",
"2013/11/29","264,370","47,983,710","182.00","182.50","180.50","182.00","+1.00","234",
