"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2017/06/01","352,009","63,792,636","180.00","182.00","180.00","182.00","+2.00","326",
"2017/06/02","236,298","42,839,236","181.50","182.00","180.50","181.50","-0.50","234",
"2017/06/03","98,800","17,898,100","181.50","181.50","180.50","181.00","-0.50","85",
"2017/06/05","251,517","45,641,094","181.00","182.00","180.00","181.50","+0.50","207",
"2017/06/06","250,780","45,736,240","181.50","183.00","181.50","183.00","+1.50","227",
"2017/06/07","210,050","38,280,100","183.00","183.00","181.50","181.50","-1.50","178",
"2017/06/08","172,990","31,508,674","182.00","182.50","181.50","182.50","+1.00","174",
"2017/06/09","224,620","40,963,650","183.00","183.50","181.50","182.00","-0.50","216",
"2017/06/12","117,080","21,164,480","182.00","182.00","180.00","181.00","-1.00","128",
"2017/06/13","96,824","17,484,054","181.00","181.50","180.00","181.50","+0.50","100",
"2017/06/14","226,350","40,557,000","181.50","181.50","178.00","178.50","-3.00","181",
"2017/06/15","115,538","20,711,378","178.50","180.00","178.50","180.00","+1.50","121",
"2017/06/16","105,650","19,011,974","179.00","181.00","179.00","181.00","+1.00","79",
"2017/06/19","131,723","23,771,086","181.00","181.50","179.50","181.50","+0.50","129",
"2017/06/20","97,150","17,595,375","181.50","181.50","180.50","181.00","-0.50","94",
"2017/06/21","213,324","38,571,116","181.50","182.00","179.00","182.00","+1.00","188",
"2017/06/22","167,770","30,200,481","180.50","180.50","179.50","179.50","-2.50","166",
"2017/06/23","71,234","12,784,236","180.50","180.50","179.00","179.00","-0.50","63",
"2017/06/26","103,839","18,605,859","179.00","180.50","178.00","179.50","+0.50","102",
"2017/06/27","130,015","23,312,706","180.00","180.50","178.50","179.00","-0.50","128",
"2017/06/28","201,049","35,915,291","179.00","179.00","178.00","179.00"," 0.00","195",
"2017/06/29","162,174","29,299,081","180.50","181.50","179.50","180.50","+1.50","134",
"2017/06/30","139,320","25,230,397","180.50","181.50","180.00","181.50","+1.00","120",
