"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2017/11/01","47,440","8,205,060","173.00","174.00","172.50","173.00","-0.50","45",
"2017/11/02","49,600","8,601,400","173.00","174.00","173.00","173.50","+0.50","55",
"2017/11/03","68,468","11,839,664","173.00","173.50","172.50","173.50"," 0.00","74",
"2017/11/06","115,628","20,270,900","175.00","178.00","174.00","174.00","+0.50","127",
"2017/11/07","153,762","26,512,704","173.00","173.00","172.00","172.00","-2.00","146",
"2017/11/08","82,100","14,180,849","172.00","173.50","172.00","173.00","+1.00","85",
"2017/11/09","230,060","40,135,906","173.50","176.00","172.50","173.00"," 0.00","202",
"2017/11/10","97,600","16,914,900","173.00","174.00","172.50","173.50","+0.50","103",
"2017/11/13","300,857","51,795,261","173.00","174.00","171.50","172.00","-1.50","194",
"2017/11/14","288,879","49,355,747","172.00","172.50","170.00","170.00","-2.00","201",
"2017/11/15","156,115","26,705,395","171.00","172.00","170.00","172.00","+2.00","150",
"2017/11/16","136,571","23,385,712","172.00","172.50","170.50","171.00","-1.00","157",
"2017/11/17","58,804","10,061,386","171.50","172.00","170.50","170.50","-0.50","82",
"2017/11/20","54,590","9,341,480","171.50","172.00","170.50","171.00","+0.50","79",
"2017/11/21","111,000","19,077,997","172.00","172.50","171.50","171.50","+0.50","96",
"2017/11/22","189,201","32,792,974","172.00","174.50","172.00","173.50","+2.00","204",
"2017/11/23","114,061","19,666,614","173.00","173.00","172.00","173.00","-0.50","109",
"2017/11/24","180,260","31,093,480","173.00","173.50","172.00","172.50","-0.50","108",
"2017/11/27","44,468","7,680,695","173.00","173.00","172.50","172.50"," 0.00","63",
"2017/11/28","69,633","11,982,689","172.50","172.50","171.50","171.50","-1.00","77",
"2017/11/29","39,000","6,696,500","172.00","172.50","171.50","172.50","+1.00","36",
"2017/11/30","137,451","23,732,023","172.50","173.00","172.00","172.50"," 0.00","141",
