"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
" 2010/12/01","4,639,155","451,530,924","97.00","98.00","96.30","96.80","-0.20","2,568",
" 2010/12/02","8,946,719","887,818,681","98.40","100.50","98.10","99.30","+2.50","4,257",
" 2010/12/03","3,454,308","342,126,712","99.80","100.00","98.30","98.50","-0.80","1,825",
" 2010/12/06","3,493,415","347,560,478","99.00","100.50","98.80","99.30","+0.80","1,815",
" 2010/12/07","8,114,031","824,654,577","101.00","103.50","100.00","100.50","+1.20","3,876",
" 2010/12/08","3,603,047","357,270,412","100.00","100.50","98.30","98.50","-2.00","2,245",
" 2010/12/09","5,213,480","513,883,605","99.00","99.70","98.30","98.80","+0.30","2,563",
" 2010/12/10","3,107,758","304,928,484","98.50","98.80","97.60","98.00","-0.80","1,846",
" 2010/12/13","5,961,108","591,927,333","98.50","99.90","98.50","99.60","+1.60","2,386",
" 2010/12/14","5,124,010","508,019,174","100.00","100.50","98.00","99.00","-0.60","2,712",
" 2010/12/15","6,180,657","595,223,670","98.90","98.90","94.50","96.90","-2.10","2,972",
" 2010/12/16","4,444,401","429,308,416","96.90","97.20","95.80","97.10","+0.20","1,984",
" 2010/12/17","5,181,067","497,458,397","97.20","97.70","95.60","95.70","-1.40","2,865",
" 2010/12/20","6,513,604","613,150,066","95.80","96.70","92.80","94.10","-1.60","3,098",
" 2010/12/21","8,091,113","767,492,959","94.10","96.40","93.50","96.30","+2.20","3,657",
" 2010/12/22","5,861,987","570,898,306","97.70","98.00","96.60","97.40","+1.10","3,089",
" 2010/12/23","2,731,545","264,664,789","98.00","98.00","96.40","96.90","-0.50","1,525",
" 2010/12/24","2,929,072","283,520,512","98.00","98.00","96.00","96.00","-0.90","1,735",
" 2010/12/27","3,824,208","361,333,945","96.00","96.10","94.00","94.40","-1.60","2,397",
" 2010/12/28","4,889,084","466,139,780","94.50","96.50","94.40","94.80","+0.40","2,264",
" 2010/12/29","5,089,730","475,735,648","95.00","95.40","92.50","93.00","-1.80","2,627",
" 2010/12/30","4,126,833","388,606,805","93.00","94.80","93.00","94.50","+1.50","2,448",
" 2010/12/31","1,873,321","175,777,674","94.50","94.70","93.10","94.00","-0.50","1,167",
