"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/12/01","13,834,429","251,420,282","18.25","18.35","18.00","18.30","+0.20","5,152",
"2015/12/02","13,091,054","236,939,863","18.30","18.35","18.00","18.05","-0.25","5,353",
"2015/12/03","13,675,108","245,978,288","17.90","18.15","17.80","18.00","-0.05","5,945",
"2015/12/04","15,081,597","269,696,146","17.85","18.10","17.60","17.90","-0.10","5,439",
"2015/12/07","13,776,036","251,642,493","18.10","18.40","18.05","18.40","+0.50","4,965",
"2015/12/08","14,042,765","253,502,211","18.35","18.35","17.90","17.95","-0.45","5,047",
"2015/12/09","10,499,760","190,105,286","18.00","18.30","17.85","18.20","+0.25","3,089",
"2015/12/10","15,579,600","283,623,953","18.15","18.50","17.90","18.45","+0.25","3,976",
"2015/12/11","18,508,005","337,125,281","18.40","18.45","18.00","18.30","-0.15","5,269",
"2015/12/14","12,798,791","226,943,334","17.90","18.00","17.60","17.65","-0.65","4,454",
"2015/12/15","11,422,558","204,575,856","17.70","18.15","17.70","17.95","+0.30","3,760",
"2015/12/16","11,170,570","204,543,677","18.45","18.45","18.15","18.40","+0.45","3,522",
"2015/12/17","13,632,517","251,395,356","18.40","18.65","18.15","18.50","+0.10","3,953",
"2015/12/18","20,168,545","377,874,354","18.40","19.00","18.30","18.75","+0.25","4,398",
"2015/12/21","14,087,487","263,081,442","18.55","18.80","18.45","18.80","+0.05","4,260",
"2015/12/22","7,945,840","148,567,899","18.85","18.90","18.60","18.80"," 0.00","2,675",
"2015/12/23","13,312,724","252,606,927","18.90","19.15","18.75","19.00","+0.20","4,835",
"2015/12/24","10,390,877","196,158,062","19.15","19.15","18.70","18.90","-0.10","3,768",
"2015/12/25","6,569,427","122,702,597","18.90","18.90","18.60","18.75","-0.15","3,636",
"2015/12/28","9,046,682","169,181,752","18.80","18.90","18.60","18.75"," 0.00","2,965",
"2015/12/29","9,304,340","172,589,980","18.75","18.80","18.45","18.50","-0.25","3,830",
"2015/12/30","11,012,671","202,018,916","18.55","18.70","18.20","18.35","-0.15","4,539",
"2015/12/31","4,225,778","78,141,051","18.40","18.60","18.25","18.50","+0.15","1,442",
