"日期","成交股數","成交金額","開盤價","最高價","最低價","收盤價","漲跌價差","成交筆數"
"2015/07/01","11,415,019","268,423,488","23.10","23.70","23.10","23.50"," 0.00","4,104",
"2015/07/02","10,116,838","237,625,109","23.30","23.70","23.30","23.45","-0.05","2,729",
"2015/07/03","7,188,722","167,380,285","23.35","23.40","23.15","23.40","-0.05","2,688",
"2015/07/06","6,308,961","146,849,684","23.10","23.50","23.10","23.40"," 0.00","2,984",
"2015/07/07","13,738,006","318,311,438","23.15","23.35","23.00","23.00","-0.40","3,437",
"2015/07/08","29,458,936","645,848,054","22.55","22.65","21.45","21.45","-1.55","8,424",
"2015/07/09","23,266,739","480,541,969","21.20","21.20","20.35","20.75","-0.70","7,588",
"2015/07/13","19,374,215","417,309,429","21.10","21.75","21.10","21.70","+0.95","6,243",
"2015/07/14","16,270,903","362,228,280","22.00","22.50","21.95","22.25","+0.55","5,948",
"2015/07/15","24,494,716","528,827,209","22.00","22.15","21.30","21.35","-0.90","7,551",
"2015/07/16","13,103,951","289,890,043","21.65","22.40","21.60","22.35","+1.00","4,922",
"2015/07/17","19,833,366","459,057,110","22.50","23.40","22.50","23.30","+0.95","6,623",
"2015/07/20","13,012,025","298,734,149","23.20","23.20","22.60","22.85","-0.45","3,944",
"2015/07/21","10,697,891","249,133,076","23.50","23.55","23.15","23.25","+0.40","3,231",
"2015/07/22","18,696,236","414,413,902","22.80","22.85","21.80","21.85","-1.40","6,537",
"2015/07/23","12,181,452","267,140,194","21.45","22.20","21.45","22.00","+0.15","4,031",
"2015/07/24","9,389,134","206,226,489","22.10","22.15","21.65","22.05","+0.05","3,529",
"2015/07/27","8,467,649","183,987,547","22.00","22.10","21.50","21.50","-0.55","3,247",
"2015/07/28","14,405,276","306,345,646","21.40","21.40","21.20","21.25","-0.25","4,749",
"2015/07/29","18,291,883","379,699,460","21.25","21.50","20.50","20.50","-0.75","6,066",
"2015/07/30","15,298,395","326,398,265","20.80","21.70","20.75","21.55","+1.05","4,582",
"2015/07/31","11,817,411","253,078,990","21.55","21.65","21.20","21.30","-0.25","3,565",
